Provider Number	Name	Geographic Labor Market Area	Pre Reclass Labor Market Area  	Payment Labor Market Area (for purposes of Capital and DSH)	SSA COUNTY CODE	REGION	URGEO	URSPA	RECLASS	POST RECLASS Labor Market Area	FY 2011 Wage Index	 FY 2011 Puerto Rico Specific wage index	LUGAR	Section 401 hospital	Section 505 eligible	Section 505 wage adjustment	Cost of Living Adjustment	Resident to Bed Ratio	RDAY	BEDS	Average Daily Census	TCHOP	TCHCP	DSHPCT	DSHOPG	DSHCPG	Operating CCR	Capital CCR	Provider Type	FY11 HSP Rate	BILLS	TACMIV27	CMIV27	CASETA27	IME_TACMIV27	IME_CASETA27	TACMIV28	CMIV28	CASETA28	IME_TACMIV28	IME_CASETA28	FY 2011 GAF	FY 2011 Puerto Rico Specific GAF	Cost of Living Adjustment-Capital	OUT11F	COUT11F	MCR_PCT
370026	ST MARY S REG L MEDICAL CENTER	37	37	37	37230	7	RURAL	RURAL	W	36420	0.8857	0				.	1	0	0	122	69	0	0	0.13111	0	0	0.243	0.02	0	.	3182	1.43497	1.45263	3153.02	.	.	1.45556	1.471	3157.78	.	.	0.9202	0	1	0.0159	0.0174	0.65396
370028	INTEGRIS BAPTIST MEDICAL CENTER	36420	36420	36420	37540	7	LURBAN	LURBAN	N	36420	0.8857	0				.	1	0.0686	0.0952	567	408	0.03677	0.02723	0.40981	0.23024	0.08653	0.195	0.02	0	.	8539	2.01959	2.03573	8397.58	1.89629	1454.74	2.02719	2.04045	8418.99	1.91453	1457.35	0.9202	0	1	0.1056	0.1781	0.33627
370029	INTEGRIS CLINTON HOSPITAL	37	37	37	37190	7	RURAL	RURAL	N	37	0.8021	0				.	1	0	0	45	13	0	0	0.32367	0.12	0	0.433	0.032	0	.	681	1.12713	1.14479	656.54	.	.	1.12922	1.14496	659.06	.	.	0.8598	0	1	0.0003	0.0005	0.50288
370030	BLACKWELL REGIONAL HOSPITAL	37	37	37	37350	7	RURAL	RURAL	W	46140	0.876	0				.	1	0	0	34	9	0	0	0.26668	0.11216	0	0.38	0.033	14	4274.02	516	0.97766	0.9817	506.8	.	.	0.98657	0.99087	507.19	.	.	0.9133	0	1	0.0014	0.0024	0.54035
370032	DEACONESS HOSPITAL	36420	36420	36420	37540	7	LURBAN	LURBAN	N	36420	0.8857	0				.	1	0.027	0.047	168	96	0.01465	0.01335	0.20892	0.06451	0.04321	0.263	0.02	0	.	3754	1.47758	1.49092	3693.37	1.57708	465.08	1.4646	1.47517	3706.77	1.57561	466.16	0.9202	0	1	0.0341	0.0314	0.55857
370034	MCALESTER REGIONAL HEALTH CENTER	37	37	37	37600	7	RURAL	RURAL	N	37	0.8021	0				.	1	0	0	152	65	0	0	0.24924	0.09777	0	0.413	0.035	17	5246.46	2529	1.27737	1.29129	2462.79	.	.	1.28822	1.30054	2470.85	.	.	0.8598	0	1	0.0281	0.0371	0.6242
370036	HARMON MEMORIAL HOSPITAL	37	37	37	37280	7	RURAL	RURAL	N	37	0.8021	0				.	1	0	0	22	4	0	0	0.24892	0.09751	0	0.818	0.01	16	4167.29	429	1.02334	1.02807	418.51	.	.	1.04104	1.04505	418.99	.	.	0.8598	0	1	0	0	0.68512
370037	ST. ANTHONY HOSPITAL	36420	36420	36420	37540	7	LURBAN	LURBAN	N	36420	0.8857	0				.	1	0.0871	0.1127	402	302	0.04644	0.03232	0.62475	0.40757	0.13486	0.294	0.03	0	.	4913	1.8568	1.86438	4835.66	1.69598	1597.89	1.85238	1.85779	4851.52	1.6819	1601.33	0.9202	0	1	0.0289	0.0602	0.22392
370039	CLAREMORE REGIONAL HOSPITAL	46140	46140	46140	37650	7	OURBAN	OURBAN	N	46140	0.8865	0				.	1	0	0	60	26	0	0	0.27915	0.12	0	0.327	0.036	0	.	1219	1.13933	1.14675	1196.69	.	.	1.14805	1.15507	1198.62	.	.	0.9208	0	1	0.0028	0.0072	0.48167
370040	EASTERN OKLAHOMA MEDICAL CENTER	22900	22900	22900	37390	7	OURBAN	OURBAN	N	22900	0.8021	0				.	1	0	0	84	31	0	0	0.45797	0.12	0	0.328	0.042	0	.	1233	0.98348	0.98584	1219.71	.	.	0.98272	0.98481	1220.9	.	.	0.8598	0	1	0.0047	0.0122	0.58066
370041	BRISTOW MEDICAL CENTER	46140	46140	46140	37180	7	OURBAN	OURBAN	N	46140	0.8865	0				.	1	0	0	30	3	0	0	0.13182	0	0	0.542	0.025	0	.	183	0.85598	0.86313	179.62	.	.	0.85546	0.86258	179.8	.	.	0.9208	0	1	0	0	0.61242
370047	MERCY MEMORIAL HEALTH CENTER	37	37	37	37090	7	RURAL	RURAL	W	36420	0.8857	0				.	1	0	0	150	95	0	0	0.27735	0.12096	0	0.301	0.022	17	5698.62	3633	1.49128	1.4971	3596.67	.	.	1.49936	1.5037	3602.01	.	.	0.9202	0	1	0.0198	0.0193	0.60435
370048	MCCURTAIN MEMORIAL HOSPITAL	37	37	37	37440	7	RURAL	RURAL	N	37	0.8021	0				.	1	0	0	97	16	0	0	0.53849	0.12	0	0.489	0.049	16	3823.17	916	0.94998	0.95844	886	.	.	0.94432	0.95116	889.43	.	.	0.8598	0	1	0	0	0.50701
370049	STILLWATER MEDICAL CENTER	37	37	37	37590	7	RURAL	RURAL	W	36420	0.8857	0				.	1	0	0	87	37	0	0	0.21069	0.06597	0	0.436	0.048	17	5241.49	1491	1.43315	1.44532	1454.08	.	.	1.44883	1.45895	1458.2	.	.	0.9202	0	1	0.0095	0.0207	0.55688
370051	TILLMAN MEMORIAL HOSPITAL	37	37	37	37700	7	RURAL	RURAL	N	37	0.8021	0				.	1	0	0	37	6	0	0	0.29817	0.12	0	0.615	0.042	16	4074.66	361	1.05917	1.06818	347.62	.	.	1.07862	1.08588	348.61	.	.	0.8598	0	1	0	0	0.72342
370054	GRADY MEMORIAL HOSPITAL	36420	36420	37	37250	7	LURBAN	RURAL	S	37	0.8021	0		SEC401		.	1	0	0	99	25	0	0	0.29732	0.13744	0	0.483	0.018	17	5663.18	1096	1.23912	1.25968	1053.84	.	.	1.24798	1.26269	1058.77	.	.	0.8598	0	1	0.0198	0.0027	0.55239
370056	COMANCHE COUNTY MEMORIAL HOSPITAL	30020	30020	30020	37150	7	OURBAN	OURBAN	N	30020	0.8574	0				.	1	0.0261	0.0385	187	125	0.01416	0.01092	0.27367	0.11793	0.05698	0.289	0.022	0	.	4460	1.77186	1.78322	4416.8	1.45578	91.88	1.78616	1.7949	4423.07	1.47118	91.9	0.9000	0	1	0.0311	0.031	0.63382
370057	OKMULGEE MEMORIAL HOSPITAL	46140	46140	46140	37550	7	OURBAN	OURBAN	N	46140	0.8865	0				.	1	0	0	50	10	0	0	0.22809	0.08032	0	0.593	0.01	0	.	541	0.97806	0.98962	525.68	.	.	0.9836	0.9952	526.51	.	.	0.9208	0	1	0.0011	0	0.6707
370065	CRAIG GENERAL HOSPITAL	37	37	37	37170	7	RURAL	RURAL	N	37	0.8123	0			YES	0.0102	1	0	0	42	17	0	0	0.25155	0.09968	0	0.402	0.034	16	4102.33	987	1.02147	1.02951	959.21	.	.	1.03319	1.04085	961.38	.	.	0.8673	0	1	0.0006	0.0009	0.63644
370072	LATIMER COUNTY HOSPITAL	37	37	37	37380	7	RURAL	RURAL	N	37	0.8021	0				.	1	0	0	33	5	0	0	0.27518	0.11917	0	0.366	0.013	14	3608.07	410	0.77216	0.7774	396.61	.	.	0.78582	0.79053	397.91	.	.	0.8598	0	1	0	0	0.71795
370078	OSU MEDICAL CENTER	46140	46140	46140	37710	7	OURBAN	OURBAN	N	46140	0.8865	0				.	1	0.4191	1.1804	277	139	0.2056	0.3953	0.41077	0.23104	0.08674	0.273	0.009	0	.	2320	1.65871	1.67383	2277.96	1.47221	238.01	1.66962	1.68213	2282.46	1.48842	238.17	0.9208	0	1	0.0268	0.0019	0.26156
370080	SHARE MEDICAL CENTER	37	37	37	37750	7	RURAL	RURAL	N	37	0.8021	0				.	1	0	0	37	5	0	0	0.02823	0	0	0.722	0.046	16	5818.66	358	0.94301	0.9496	352.15	.	.	0.94336	0.9499	352.38	.	.	0.8598	0	1	0	0	0.78457
370083	PUSHMATAHA HOSPITAL	37	37	37	37630	7	RURAL	RURAL	N	37	0.8021	0				.	1	0	0	42	10	0	0	0.27706	0.12072	0	0.596	0.03	14	4600.4	616	0.83762	0.84599	602.14	.	.	0.84814	0.85584	603.41	.	.	0.8598	0	1	0	0	0.62054
370084	HASKELL COUNTY HOSPITAL	37	37	37	37300	7	RURAL	RURAL	N	37	0.8021	0				.	1	0	0	43	8	0	0	0.26097	0.10745	0	0.602	0.034	16	3613.36	492	1.06753	1.074	482.06	.	.	1.07548	1.08147	482.66	.	.	0.8598	0	1	0.0011	0.0003	0.69735
370089	TAHLEQUAH CITY HOSPITAL	37	37	37	37100	7	RURAL	RURAL	N	37	0.8021	0				.	1	0	0	63	45	0	0	0.32569	0.12	0	0.369	0.024	16	5225.12	1994	1.55298	1.55982	1958.14	.	.	1.5639	1.57008	1961.67	.	.	0.8598	0	1	0.007	0.005	0.56662
370091	SAINT FRANCIS HOSPITAL	46140	46140	46140	37710	7	OURBAN	OURBAN	N	46140	0.8865	0				.	1	0.0593	0.0906	692	519	0.03187	0.0259	0.25582	0.1032	0.05317	0.31	0.025	0	.	10063	1.70674	1.7122	9939.82	1.59306	4050.89	1.71053	1.71529	9954.97	1.60186	4056.62	0.9208	0	1	0.0453	0.0492	0.33058
370093	OU MEDICAL CENTER	36420	36420	36420	37540	7	LURBAN	LURBAN	N	36420	0.8857	0				.	1	0.5205	0.7038	585	432	0.2497	0.21971	0.64855	0.4272	0.14035	0.216	0.023	0	.	3570	1.89455	1.92082	3524.28	1.85624	479.31	1.91128	1.93411	3529.88	1.85056	479.91	0.9202	0	1	0.0932	0.1969	0.15541
370094	MIDWEST REGIONAL MEDICAL CENTER	36420	36420	36420	37540	7	LURBAN	LURBAN	N	36420	0.8857	0				.	1	0	0	235	163	0	0	0.20882	0.06443	0.04319	0.157	0.011	0	.	6307	1.46147	1.46768	6247.68	.	.	1.4685	1.47301	6256.54	.	.	0.9202	0	1	0.0491	0.0382	0.53995
370097	SOUTHWESTERN MEDICAL CENTER	30020	30020	30020	37150	7	OURBAN	OURBAN	N	30020	0.8574	0				.	1	0	0	129	84	0	0	0.64914	0.42769	0.14048	0.2	0.02	0	.	1458	1.35531	1.37378	1444.16	.	.	1.36094	1.37795	1445.24	.	.	0.9000	0	1	0.0126	0.027	0.30936
370099	CUSHING REGIONAL HOSPITAL	37	37	37	37590	7	RURAL	RURAL	W	36420	0.8857	0				.	1	0	0	75	24	0	0	0.32601	0.16111	0	0.315	0.029	14	4677.83	1135	1.07808	1.08888	1119.59	.	.	1.07287	1.08338	1121.45	.	.	0.9202	0	1	0.0019	0.004	0.51827
370100	CHOCTAW MEMORIAL HOSPITAL	37	37	37	37110	7	RURAL	RURAL	N	37	0.8021	0				.	1	0	0	34	19	0	0	0.30977	0.14771	0	0.561	0.049	14	4792.65	1107	0.88188	0.88487	1084.86	.	.	0.89691	0.89961	1086.77	.	.	0.8598	0	1	0.0033	0.005	0.66261
370103	SAYRE  MEMORIAL HOSPITAL	37	37	37	37040	7	RURAL	RURAL	N	37	0.8021	0				.	1	0	0	25	6	0	0	0.22875	0.08087	0	0.483	0.117	14	4747.94	398	1.02879	1.03964	388.46	.	.	1.03744	1.04738	389.62	.	.	0.8598	0	1	0	0	0.62861
370105	BONE & JOINT HOSPITAL	36420	36420	36420	37540	7	LURBAN	LURBAN	N	36420	0.8857	0				.	1	0.0321	0.1385	33	10	0.01739	0.03986	0.02098	0	0	0.448	0.051	0	.	149	2.13846	2.17644	144.91	.	.	2.1929	2.22953	145.5	.	.	0.9202	0	1	0.0186	0.0498	0.45687
370106	INTEGRIS SOUTHWEST MEDICAL CENTER	36420	36420	36420	37540	7	LURBAN	LURBAN	N	36420	0.8857	0				.	1	0.0887	0.1857	255	120	0.04727	0.0538	0.30197	0.14128	0.06306	0.189	0.022	0	.	4496	1.5013	1.51843	4400.08	1.50043	1152.07	1.51835	1.53397	4410.38	1.51466	1153.92	0.9202	0	1	0.0438	0.095	0.45838
370112	SEQUOYAH MEMORIAL HOSPITAL	22900	22900	22900	37670	7	OURBAN	OURBAN	N	22900	0.8021	0				.	1	0	0	41	6	0	0	0.26328	0.10936	0	0.605	0.035	0	.	409	0.99333	1.01155	385.27	.	.	0.99741	1.01525	386.95	.	.	0.8598	0	1	0	0	0.54779
370113	INTEGRIS GROVE GENERAL HOSPITAL	37	37	37	37200	7	RURAL	RURAL	W	22220	0.8458	0				.	1	0	0	68	23	0	0	0.29739	0.12	0	0.366	0.074	16	4150.83	1333	1.14611	1.15565	1303.69	.	.	1.1583	1.16645	1306.87	.	.	0.8916	0	1	0.004	0.0242	0.59985
370114	ST. JOHN MEDICAL CENTER	46140	46140	46140	37710	7	OURBAN	OURBAN	N	46140	0.8865	0				.	1	0.067	0.0968	498	352	0.03593	0.02769	0.20208	0.05887	0.04177	0.424	0.027	0	.	8969	1.71512	1.73141	8792.39	1.61173	3476.57	1.70807	1.72193	8818.87	1.60293	3483.08	0.9208	0	1	0.0915	0.0576	0.37268
370138	MEMORIAL HOSPITAL OF TEXAS COUNTY	37	37	37	37690	7	RURAL	RURAL	N	37	0.8021	0				.	1	0	0	42	10	0	0	0.31716	0.12	0	0.409	0.05	16	5675.52	332	1.01695	1.02471	325.97	.	.	1.02596	1.03281	326.44	.	.	0.8598	0	1	0.0023	0.0066	0.32771
370139	PERRY MEMORIAL HOSPITAL	37	37	37	37510	7	RURAL	RURAL	N	37	0.8021	0				.	1	0	0	26	5	0	0	0.06509	0	0	0.61	0.045	16	5714.58	367	0.91319	0.91405	363.09	.	.	0.92674	0.92765	363.27	.	.	0.8598	0	1	0.0004	0.0004	0.72117
370148	EDMOND REGIONAL MEDICAL CENTER	36420	36420	36420	37540	7	LURBAN	LURBAN	N	36420	0.8857	0				.	1	0	0	75	35	0	0	0.08446	0	0	0.285	0.029	0	.	1098	1.4815	1.51156	1075.11	.	.	1.49657	1.52301	1077.97	.	.	0.9202	0	1	0.055	0.0922	0.58719
370149	UNITY HEALTH CENTER	37	37	37	37620	7	RURAL	RURAL	W	36420	0.8857	0				.	1	0	0	178	48	0	0	0.30157	0.14095	0	0.433	0.027	7	.	2095	1.36024	1.37602	2040.66	.	.	1.37462	1.38924	2045.37	.	.	0.9202	0	1	0.0196	0.0131	0.54584
370153	ELKVIEW GENERAL HOSPITAL	37	37	37	37370	7	RURAL	RURAL	N	37	0.8021	0				.	1	0	0	42	8	0	0	0.23672	0.08744	0	0.598	0.034	16	3922.89	541	1.08174	1.09331	525.21	.	.	1.07643	1.08714	526.59	.	.	0.8598	0	1	0.0017	0.0001	0.58582
370156	PAULS VALLEY GENERAL HOSPITAL	37	37	37	37240	7	RURAL	RURAL	N	37	0.8117	0			YES	0.0096	1	0	0	64	21	0	0	0.07772	0	0	0.315	0.015	16	3808.78	772	0.9934	0.99754	757.12	.	.	0.99064	0.9953	757.81	.	.	0.8669	0	1	0	0	0.42345
370158	PURCELL MUNICIPAL HOSPITAL	36420	36420	36420	37430	7	LURBAN	LURBAN	N	36420	0.8857	0				.	1	0	0	39	10	0	0	0.17199	0.03929	0	0.673	0.036	0	.	680	0.89962	0.90475	663.5	.	.	0.91101	0.91606	664.76	.	.	0.9202	0	1	0	0	0.73357
370166	WAGONER HOSPITAL AUTHORITY	46140	46140	46140	37720	7	OURBAN	OURBAN	N	46140	0.8865	0				.	1	0	0	100	27	0	0	0.55602	0.35087	0.11918	0.502	0.036	0	.	781	0.92247	0.93407	752.89	.	.	0.91411	0.92296	755.41	.	.	0.9208	0	1	0.0049	0.0046	0.29806
370169	COMMUNITY HOSPITAL LAKEVIEW	37	37	37	37450	7	RURAL	RURAL	N	37	0.8194	0			YES	0.0173	1	0	0	33	1	0	0	0.12744	0	0	0.366	0.027	14	3592.43	82	0.75466	0.77216	79.47	.	.	0.76158	0.77934	79.54	.	.	0.8725	0	1	0	0	0.85517
370170	LAWTON INDIAN HOSPITAL	30020	99	99	37150	7	OURBAN	RURAL	N	99	1.4448	0				.	1	0	0	43	0	0	0	0.28341	0.12	0	0.286	0.027	8	.	62	0.94691	0.94618	60.93	.	.	0.96125	0.96058	60.98	.	.	1.2866	0	1	.	.	.
370171	WW HASTINGS INDIAN HOSPITAL	37	99	99	37100	7	RURAL	RURAL	N	99	1.4448	0				.	1	0	0	60	0	0	0	0.5436	0.12	0	0.366	0.027	8	.	448	0.99246	1.00216	435.83	.	.	0.99992	1.0095	437.1	.	.	1.2866	0	1	.	.	.
370172	CHOCTAW NATION HEALTH SERVICES	37	99	99	37380	7	RURAL	RURAL	N	99	1.4448	0				.	1	0	0	38	.	0	0	0.70742	0.12	0	0.366	0.027	8	.	243	0.79337	0.80027	235.27	.	.	0.80182	0.80641	235.86	.	.	1.2866	0	1	.	.	.
370173	CLAREMORE INDIAN HOSPITAL	46140	99	99	37650	7	OURBAN	RURAL	N	99	1.4448	0				.	1	0	0	50	0	0	0	0.45135	0.12	0	0.376	0.027	8	.	186	0.99488	1.00503	182	.	.	1.00714	1.01251	182.57	.	.	1.2866	0	1	.	.	.
370178	ADAIR COUNTY HEALTH CENTER	37	37	37	37000	7	RURAL	RURAL	N	37	0.8021	0				.	1	0	0	50	16	0	0	0.41015	0.12	0	0.409	0.017	16	3783.03	965	0.90244	0.91517	940.87	.	.	0.91955	0.93164	942.24	.	.	0.8598	0	1	0	0	0.58788
370180	CARL ALBERT INDIAN HEALTH	37	99	99	37610	7	RURAL	RURAL	N	99	1.4448	0				.	1	0	0	36	0	0	0	0.46711	0.12	0	0.366	0.027	8	.	431	1.24562	1.25657	424.93	.	.	1.25761	1.26594	425.7	.	.	1.2866	0	1	.	.	.
370183	HENRYETTA MEDICAL CENTER	46140	46140	46140	37550	7	OURBAN	OURBAN	N	46140	0.8865	0				.	1	0	0	27	9	0	0	0.30259	0.12	0	0.422	0.024	0	.	455	0.93201	0.93752	446.3	.	.	0.94198	0.94695	446.98	.	.	0.9208	0	1	0.0003	0	0.60239
370190	SOUTHWESTERN REGIONAL MEDICAL CENTER	46140	46140	46140	37710	7	OURBAN	OURBAN	N	46140	0.8865	0				.	1	0	0	43	17	0	0	0.01774	0	0	0.413	0.043	0	.	227	1.65378	1.6582	224.13	.	.	1.68569	1.68979	224.28	.	.	0.9208	0	1	0.8753	1.3077	0.25989
370192	NORTHWEST SURGICAL HOSPITAL	36420	36420	36420	37540	7	LURBAN	LURBAN	N	36420	0.8857	0				.	1	0	0	9	3	0	0	0.01146	0	0	0.343	0.06	0	.	139	1.93978	1.97642	130.56	.	.	1.9946	2.03199	131.54	.	.	0.9202	0	1	0.0194	0.105	0.22805
370199	LAKESIDE WOMEN S HOSPITAL	36420	36420	36420	37540	7	LURBAN	LURBAN	N	36420	0.8857	0				.	1	0	0	23	10	0	0	0.0443	0	0	0.287	0.039	0	.	12	0.98396	0.98396	12	.	.	1.01022	1.01022	12	.	.	0.9202	0	1	0	0	0.00754
370201	SURGICAL HOSPITAL OF OK  LLC	36420	36420	36420	37540	7	LURBAN	LURBAN	N	36420	0.8857	0				.	1	0.1362	0.1435	12	3	0.07165	0.04133	0.27296	0.11734	0	0.315	0.017	0	.	75	1.54227	1.55759	73.76	2.44554	30.71	1.58622	1.59886	73.9	2.52955	30.76	0.9202	0	1	0.0281	0.0172	0.28553
370202	SOUTHCREST HOSPITAL	46140	46140	46140	37710	7	OURBAN	OURBAN	N	46140	0.8865	0				.	1	0	0	187	106	0	0	0.33362	0.16739	0.06989	0.191	0.02	0	.	3072	1.45438	1.46175	3045.35	.	.	1.46473	1.47056	3049.83	.	.	0.9208	0	1	0.0331	0.0667	0.35339
370203	COMMUNITY HOSPITAL	36420	36420	36420	37130	7	LURBAN	LURBAN	N	36420	0.8857	0				.	1	0	0	43	15	0	0	0.06205	0	0	0.35	0.037	0	.	620	1.94524	1.93978	609.03	.	.	2.01152	2.00518	609.77	.	.	0.9202	0	1	0.0584	0.1157	0.23972
370206	OKLAHOMA SPINE HOSPITAL	36420	36420	36420	37540	7	LURBAN	LURBAN	N	36420	0.8857	0				.	1	0	0	18	8	0	0	0.01703	0	0	0.305	0.018	0	.	294	1.94551	1.95171	292.77	.	.	2.02293	2.02741	293.09	.	.	0.9202	0	1	0.0173	0.0065	0.15764
370210	OKLAHOMA SURGICAL HOSPITAL	46140	46140	46140	37710	7	OURBAN	OURBAN	N	46140	0.8865	0				.	1	0	0	40	20	0	0	0.04238	0	0	0.358	0.037	0	.	1179	1.92471	1.93822	1144.88	.	.	1.98341	1.99539	1149.71	.	.	0.9208	0	1	0.0015	0.0027	0.39005
370211	INTEGRIS CANADIAN VALLEY HOSPITAL	36420	36420	36420	37080	7	LURBAN	LURBAN	N	36420	0.8857	0				.	1	0	0	44	29	0	0	0.25609	0.10342	0	0.231	0.032	0	.	853	1.17644	1.18419	840.73	.	.	1.17599	1.18318	842.57	.	.	0.9202	0	1	0.0117	0.0415	0.35667
370212	CTR FOR ORTHOPEDIC & MULTI-SPECIALTY	36420	36420	36420	37130	7	LURBAN	LURBAN	N	36420	0.8857	0				.	1	0	0	10	2	0	0	0.05	0	0	0.553	0.027	0	.	93	1.98718	2.01553	90.75	.	.	2.03804	2.05534	91.23	.	.	0.9202	0	1	0.0514	0.014	0.2716
370214	LINDSAY MUNICIPAL HOSPITAL AUTHORITY	37	37	37	37240	7	RURAL	RURAL	N	37	0.8117	0			YES	0.0096	1	0	0	26	17	0	0	0.01618	0	0	0.8	0.027	0	.	33	0.84863	0.84911	31.85	.	.	0.82427	0.826	31.94	.	.	0.8669	0	1	0	0	0.02184
370215	OKLAHOMA HEART HOSPITAL	36420	36420	36420	37540	7	LURBAN	LURBAN	N	36420	0.8857	0				.	1	0	0	79	74	0	0	0.07128	0	0	0.234	0.027	0	.	5097	2.27084	2.28351	5019.16	.	.	2.31604	2.32622	5023.26	.	.	0.9202	0	1	0.035	0.0816	0.61592
370216	TULSA SPINE HOSPITAL	46140	46140	46140	37710	7	OURBAN	OURBAN	N	46140	0.8865	0				.	1	0	0	21	11	0	0	0.10005	0	0	0.341	0.06	0	.	618	2.20982	2.21445	614.79	.	.	2.2863	2.29081	615.18	.	.	0.9208	0	1	0.0167	0.0747	0.30439
370218	SAINT FRANCIS HOSPITAL SOUTH	46140	46140	46140	37710	7	OURBAN	OURBAN	N	46140	0.8865	0				.	1	0	0	96	26	0	0	0.16801	0.03671	0	0.369	0.141	0	.	801	1.41005	1.42095	769.88	.	.	1.38702	1.39602	775.96	.	.	0.9208	0	1	0.0019	0.078	0.45389
370220	ORTHOPEDIC HOSPITAL	36420	36420	36420	37540	7	LURBAN	LURBAN	N	36420	0.8857	0				.	1	0	0	8	1	0	0	0.15993	0.03145	0	0.374	0.068	0	.	119	2.29229	2.29415	116.9	.	.	2.37145	2.37327	117.07	.	.	0.9202	0	1	0.0107	0.0511	0.52247
370222	MCBRIDE CLINIC ORTHOPEDIC HOSPITAL	36420	36420	36420	37540	7	LURBAN	LURBAN	N	36420	0.8857	0				.	1	0	0	64	21	0	0	0.0262	0	0	0.297	0.046	0	.	1446	1.98922	1.99761	1424.11	.	.	2.02991	2.0362	1427.84	.	.	0.9202	0	1	0	0.0003	0.63395
370225		36420	36420	36420	37540	7	LURBAN	LURBAN	N	36420	0.8857	0				.	1	0	0	15	.	0	0	0	0	0	0.304	0.029	0	.	5	1.09366	1.09366	5	.	.	1.12316	1.12316	5	.	.	0.9202	0	1	0	0	.
370227	ST. JOHN OWASSO	46140	46140	46140	37710	7	OURBAN	OURBAN	N	46140	0.8865	0				.	1	0	0	32	12	0	0	0.16068	0.03194	0	0.588	0.027	0	.	448	1.01386	1.02348	434.78	.	.	1.00736	1.01769	435.72	.	.	0.9208	0	1	0.0015	0	0.3486
370228	BAILEY MEDICAL CENTER	46140	46140	46140	37710	7	OURBAN	OURBAN	N	46140	0.8865	0				.	1	0	0	73	12	0	0	0.1218	0	0	0.426	0.099	0	.	433	1.16656	1.18922	423.72	.	.	1.18056	1.19756	424.59	.	.	0.9208	0	1	0.0703	0.3684	0.40901
370229	INTEGRIS SEMINOLE MEDICAL CENTER	37	37	37	37660	7	RURAL	RURAL	N	37	0.8021	0				.	1	0	0	32	7	0	0	0.21519	0.06968	0	0.498	0.07	0	.	391	1.0133	1.0232	380.07	.	.	1.01862	1.02817	381.08	.	.	0.8598	0	1	0	0	.
370231	GEORGE NIGH LONG TERM ACUTE CARE HOS	46140	46140	46140	37550	7	OURBAN	OURBAN	N	46140	0.8865	0				.	1	0	0	1	.	0	0	0.08333	0	0	0.381	0.027	0	.	15	0.99219	0.99219	15	.	.	0.99719	0.99719	15	.	.	0.9208	0	1	0.1166	0.0974	.
370232		37	37	37	37500	7	RURAL	RURAL	N	37	0.8021	0				.	1	0	0	1	.	0	0	0.04526	0	0	0.366	0.027	0	.	166	1.13296	1.14235	162.44	.	.	1.16438	1.17434	162.57	.	.	0.8598	0	1	0.0039	0.0036	.
380001	MID-COLUMBIA MEDICAL CENTER	38	38	38	38320	9	RURAL	RURAL	W	38900	1.1167	0				.	1	0	0	41	19	0	0	0.25656	0.10381	0	0.434	0.027	17	6952.38	784	1.24975	1.25611	762.21	.	.	1.26052	1.26752	764.52	.	.	1.0785	0	1	0.0229	0.0151	0.442
380002	THREE RIVERS COMMUNITY HOSPITAL	38	38	38	38160	9	RURAL	RURAL	N	38	1.0041	0				.	1	0	0	87	66	0	0	0.20792	0.06368	0	0.392	0.056	0	.	2455	1.34245	1.35357	2403.09	.	.	1.35334	1.36292	2409.82	.	.	1.0028	0	1	0.0258	0.0799	0.5069
380004	ST. VINCENT MEDICAL CENTER	38900	38900	38900	38330	9	LURBAN	LURBAN	N	38900	1.1167	0				.	1	0.0766	0.0991	498	381	0.04096	0.02836	0.16887	0.03727	0.03479	0.422	0.022	0	.	5215	1.69408	1.7017	5171.78	1.73594	5325.29	1.70554	1.712	5179.94	1.74545	5333.51	1.0785	0	1	0.0343	0.0129	0.20008
380005	ASHLAND COMMUNITY HOSPITAL	32780	32780	32780	38140	9	OURBAN	OURBAN	N	32780	1.0041	0				.	1	0	0	41	18	0	0	0.20826	0.06396	0	0.537	0.047	0	.	540	1.39507	1.40988	530.25	.	.	1.42763	1.44117	530.98	.	.	1.0028	0	1	0.1034	0.1328	0.4559
380007	LEGACY EMANUEL HOSPITAL & HC	38900	38900	38900	38250	9	LURBAN	LURBAN	N	38900	1.1167	0				.	1	0.1192	0.1703	395	272	0.063	0.04923	0.42031	0.23891	0.08884	0.389	0.039	0	.	1714	1.98531	2.01186	1693.64	1.83997	1437.55	1.99374	2.01663	1695.93	1.84032	1439.3	1.0785	0	1	0.1302	0.234	0.11604
380009	OHSU HOSPITAL AND CLINICS	38900	38900	38900	38250	9	LURBAN	LURBAN	N	38900	1.1167	0				.	1	0.5322	0.6952	530	412	0.25467	0.21675	0.41182	0.2319	0.08697	0.423	0.043	0	.	4797	2.18992	2.20648	4748.76	2.12257	2202.47	2.20073	2.21411	4758.76	2.13408	2204.55	1.0785	0	1	0.1249	0.2315	0.21028
380014	GOOD SAMARITAN HOSPITAL CORVALLIS	18700	18700	18700	38010	9	OURBAN	OURBAN	N	18700	1.0292	0				.	1	0.0792	0.13814	150	86	0.04232	0.03975	0.18352	0.04679	0.03786	0.412	0.026	7	.	2050	1.93091	1.96822	1998.95	.	.	1.94077	1.96708	2008.62	.	.	1.0199	0	1	0.0631	0.0355	0.36027
