Provider Number,Name,Geographic Labor Market Area,Pre Reclass Labor Market Area  ,Payment Labor Market Area (for purposes of Capital and DSH),Section 505 wage adjustment,Section 505 eligible,Section 401 hosptial,Post Reclass Wage Index,COLA,RESBED,SSA COUNTY CODE,HSP Rate,RDAY,BEDS,ADC,OPCCR,CPCCR,DSHPCT,POST RECLASS Labor Market Area,Puerto Rico Specific Post Reclass wage index,PROVIDER TYPE,LUGAR,RECLASS,BILLS,CASETA24,TACMIV24,CMIV24,CASETA25,TACMIV25,CMIV25,REGION,URGEO,URSPA,TCHOP,TCHCP,Post Reclass GAF,Puerto Rico Specific Post Reclass GAF,COLACP,DSHOPG,DSHCPG,OUT08F,COUT08F,MCR_PCT
370065,CRAIG GENERAL HOSPITAL,37,37,37,0.0096,YES,,0.7798,1,0,37170,3296.63,0,42,10,0.424,0.027,0.23566,37,0,16,,N,767,739.52,0.99539,1.00745,745.8,0.9564,0.96747,7,RURAL,RURAL,0,0,0.8434,0,1,0.08657,0,0.00026,0.00004,0.64557
370072,LATIMER COUNTY GENERAL HOSPITAL,37,37,37,0.0258,YES,,0.796,1,0,37380,3393.46,0,33,8,1.084,0.012,0.28551,37,0,14,,N,475,457.08,0.80862,0.81407,457.27,0.81488,0.81874,7,RURAL,RURAL,0,0,0.8554,0,1,0.1277,0,0.0009,0,0.7602
370078,TULSA REGIONAL MEDICAL CENTER,46140,46140,46140,0,,,0.8498,1,0.3494,37710,. ,0.4587,273,186,0.285,0.019,0.63734,46140,0,0,,N,3305,3251.9,1.5403,1.55958,3260.13,1.5443,1.56062,7,OURBAN,OURBAN,0.1742,0.1382,0.8945,0,1,0.41796,0.13776,0.01767,0.01261,0.25564
370080,SHARE MEMORIAL HOSPITAL,37,37,37,0,,,0.7702,1,0,37750,5580.6,0,37,6,0.686,0.039,0.07003,37,0,16,,N,578,566.19,0.8683,0.8738,566.58,0.84032,0.84667,7,RURAL,RURAL,0,0,0.8363,0,1,0,0,0,0,0.84168
370083,PUSHMATAHA CTY-TN OF ANTLERS HOSP AUTH,37,37,37,0.0051,YES,,0.7753,1,0,37630,4403.57,0,48,13,0.587,0.025,0.27507,37,0,14,,N,727,707.05,0.90351,0.90809,708.29,0.89491,0.89892,7,RURAL,RURAL,0,0,0.8401,0,1,0.11908,0,0.00083,0,0.67981
370084,HASKELL COUNTY HOSPITAL,37,37,37,0,,,0.7702,1,0,37300,2779.02,0,43,10,0.447,0.025,0.21887,37,0,16,,N,620,605.77,0.99695,1.00518,611.37,0.93459,0.93878,7,RURAL,RURAL,0,0,0.8363,0,1,0.07272,0,0,0,0.76456
370089,TAHLEQUAH CITY HOSPITAL,37,37,37,0,,,0.7702,1,0,37100,4264.74,0,85,21,0.374,0.035,0.34048,37,0,16,,N,1563,1534.72,1.29556,1.30136,1537.83,1.26795,1.27363,7,RURAL,RURAL,0,0,0.8363,0,1,0.12,0,0.0104,0.01483,0.57528
370091,"SAINT FRANCIS HOSPITAL, INC",46140,46140,46140,0,,,0.8498,1,0.0654,37710,. ,0.0681,626,471,0.354,0.018,0.21826,46140,0,0,,N,10044,9904.25,1.57308,1.57796,9925.26,1.58743,1.59198,7,OURBAN,OURBAN,0.03508,0.0194,0.8945,0,1,0.07221,0.04519,0.06473,0.02407,0.3273
370093,O U MEDICAL CENTER,36420,36420,36420,0,,,0.8754,1,0.596,37540,. ,0.77,505,390,0.263,0.02,0.60285,36420,0,0,,N,4381,4334.26,1.60765,1.62888,4342.93,1.64345,1.65844,7,LURBAN,LURBAN,0.28141,0.24271,0.9129,0,1,0.3895,0.12984,0.1221,0.11502,0.17992
370094,MIDWEST REGIONAL MEDICAL CENTER,36420,36420,36420,0,,,0.8754,1,0,37540,. ,0,212,159,0.143,0.011,0.17068,36420,0,0,,N,6942,6851.05,1.41815,1.42579,6867.77,1.41569,1.42263,7,LURBAN,LURBAN,0,0,0.9129,0,1,0.03844,0.03517,0.03023,0.02382,0.57014
370097,SOUTHWESTERN MEDICAL CENTER,30020,30020,30020,0,,,0.8406,1,0,37150,. ,0,129,86,0.251,0.02,0.52009,30020,0,0,,N,1981,1961.83,1.3116,1.32992,1963.92,1.32538,1.34039,7,OURBAN,OURBAN,0,0,0.8879,0,1,0.32122,0.11106,0.00868,0.00942,0.32568
370099,CUSHING REGIONAL HOSPITAL,37,37,37,0,,,0.7702,1,0,37590,4486.45,0,81,24,0.377,0.03,0.31049,37,0,14,,N,1351,1324.18,1.07834,1.09161,1328.71,1.05131,1.06363,7,RURAL,RURAL,0,0,0.8363,0,1,0.1483,0,0.00966,0.00999,0.54349
370100,CHOCTAW MEMORIAL HOSPITAL,37,37,37,0.01,YES,,0.7802,1,0,37110,4678.17,0,34,22,0.454,0.031,0.40666,37,0,14,,N,1181,1143.13,0.92906,0.93421,1150,0.90518,0.91002,7,RURAL,RURAL,0,0,0.8437,0,1,0.22764,0,0,0,0.64239
370103,"SAYRE MEMORIAL HOSPITAL, INC",37,37,37,0,,,0.7702,1,0,37040,. ,0,46,9,0.491,0.023,0.23516,37,0,0,,N,473,463.61,1.00168,1.00529,464.86,0.97282,0.97488,7,RURAL,RURAL,0,0,0.8363,0,1,0.08616,0,0.00264,0.00057,0.65924
370105,BONE AND JOINT HOSPITAL,36420,36420,36420,0,,,0.8754,1,0,37540,. ,0,50,33,0.386,0.02,0.06686,36420,0,0,,N,492,482.67,1.9324,1.93858,483.08,1.94337,1.95223,7,LURBAN,LURBAN,0,0,0.9129,0,1,0,0,0.01778,0.00775,0.68794
370106,INTEGRIS SOUTHWEST MEDICAL CENTER,36420,36420,36420,0,,,0.8754,1,0.0965,37540,. ,0.2296,215,160,0.216,0.023,0.25977,36420,0,0,,N,5312,5236.18,1.37424,1.3846,5245.69,1.35635,1.36631,7,LURBAN,LURBAN,0.05132,0.06694,0.9129,0,1,0.10646,0.05401,0.0382,0.059,0.47986
370112,SEQUOYAH MEMORIAL HOSPITAL,22900,22900,22900,0,,,0.8053,1,0,37670,. ,0,41,6,0.637,0.035,0.17971,22900,0,0,,N,403,389.58,0.9521,0.95775,393.03,0.92977,0.93299,7,OURBAN,OURBAN,0,0,0.8622,0,1,0.04431,0,0,0,0.62516
370113,INTEGRIS GROVE GENERAL HOSPITAL,37,37,37,0,,,0.8715,1,0,37200,3459.95,0,72,27,0.353,0.035,0.28604,22220,0,16,,W,1835,1787.23,1.13525,1.14556,1792.5,1.09448,1.10733,7,RURAL,RURAL,0,0,0.9101,0,1,0.12,0,0.00555,0.00798,0.63358
370114,"ST JOHN MEDICAL CENTER, INC",46140,46140,46140,0,,,0.8498,1,0.0805,37710,. ,0.10762,496,371,0.369,0.024,0.20307,46140,0,0,,N,9278,9149.71,1.56253,1.57452,9156.94,1.55598,1.56627,7,OURBAN,OURBAN,0.043,0.03084,0.8945,0,1,0.05968,0.04198,0.032,0.01852,0.37662
370138,MEMORIAL HOSPITAL OF TEXAS COUNTY,37,37,37,0,,,0.7702,1,0,37690,5443.31,0,42,12,0.422,0.048,0.18184,37,0,16,,N,540,527.26,1.04182,1.05052,528.83,1.01474,1.01939,7,RURAL,RURAL,0,0,0.8363,0,1,0.0457,0,0.00305,0.00931,0.39609
370139,PERRY MEMORIAL HOSPITAL,37,37,37,0,,,0.7702,1,0,37510,5374.66,0,26,6,0.58,0.039,0.07136,37,0,16,,N,475,468.2,0.94999,0.95101,468.38,0.91358,0.91496,7,RURAL,RURAL,0,0,0.8363,0,1,0,0,0,0,0.72486
370148,EDMOND MEDICAL CENTER,36420,36420,36420,0,,,0.8754,1,0,37540,. ,0,68,34,0.332,0.033,0.08381,36420,0,0,,N,1770,1729.26,1.52593,1.5525,1735.86,1.54044,1.55946,7,LURBAN,LURBAN,0,0,0.9129,0,1,0,0,0.06342,0.08618,0.58318
370149,UNITY HEALTH CENTER,37,37,37,0,,,0.8754,1,0,37620,. ,0,190,53,0.431,0.025,0.31068,36420,0,7,,W,2386,2336.2,1.24149,1.24728,2349.62,1.20816,1.21326,7,RURAL,RURAL,0,0,0.9129,0,1,0.14846,0,0.00923,0.00516,0.61676
370153,ELKVIEW GENERAL HOSPITAL,37,37,37,0,,,0.7702,1,0,37370,3099.01,0,44,13,0.523,0.03,0.26289,37,0,16,,N,599,577.77,1.13212,1.14066,585.67,1.06144,1.0671,7,RURAL,RURAL,0,0,0.8363,0,1,0.10903,0,0.00218,0,0.62074
370156,PAULS VALLEY GENERAL HOSPITAL,37,37,37,0.0121,YES,,0.7823,1,0,37240,3652.95,0,64,16,0.385,0.017,0.22481,37,0,16,,N,899,882.64,0.99259,0.99708,884.81,0.96641,0.97177,7,RURAL,RURAL,0,0,0.8452,0,1,0.07762,0,0.00234,0.00025,0.69823
370158,PURCELL MUNICIPAL HOSPITAL,36420,36420,36420,0,,,0.8754,1,0,37430,. ,0,42,14,0.668,0.041,0.16187,36420,0,0,,N,854,824.58,0.94064,0.94854,829.9,0.9165,0.92164,7,LURBAN,LURBAN,0,0,0.9129,0,1,0.03272,0,0,0,0.71006
370166,WAGONER COMMUNITY HOSPITAL,46140,46140,46140,0,,,0.8498,1,0,37720,. ,0,98,29,0.469,0.013,0.42468,46140,0,0,,N,745,725.69,0.8656,0.8707,730.19,0.85637,0.86215,7,OURBAN,OURBAN,0,0,0.8945,0,1,0.12,0,0,0,0.35214
370169,COMMUNITY HOSPITAL LAKEVIEW,37,37,37,0.0163,YES,,0.7865,1,0,37450,3445.45,0,33,2,0.908,0.065,0.11878,37,0,14,,N,61,59.31,0.88355,0.88347,59.37,0.87483,0.87496,7,RURAL,RURAL,0,0,0.8483,0,1,0,0,0,0,0.87971
370170,USPHS LAWTON INDIAN HOSPITAL,30020,99,99,0,,,1.4401,1,0,37150,. ,0,43,0,0.317,0.0274,0.3391,99,0,8,,N,102,99.94,0.91171,0.91733,100.25,0.88672,0.89437,7,OURBAN,RURAL,0,0,1.2837,0,1,0.12,0,. ,. ,. 
370171,W W HASTINGS INDIAN HOSPITAL,37,99,99,0,,,1.4401,1,0,37100,. ,0,60,0,0.402,0.0274,0.41116,99,0,8,,N,615,604.48,0.88754,0.89242,604.42,0.89539,0.90049,7,RURAL,RURAL,0,0,1.2837,0,1,0.12,0,. ,. ,. 
370172,CHOCTAW NATION HEALTH SER AUTHORITY,37,99,99,0.0258,YES,,1.4659,1,0,37380,. ,0,38,.,0.402,0.0274,0.71882,99,0,8,,N,297,286.71,0.86256,0.87428,289.18,0.87172,0.88022,7,RURAL,RURAL,0,0,1.2994,0,1,0.12,0,. ,. ,. 
370173,CLAREMORE INDIAN HOSPITAL,46140,99,99,0,,,1.4401,1,0,37650,. ,0,50,0,0.402,0.0274,0.26015,99,0,8,,N,280,278.14,0.92407,0.92559,278.39,0.9006,0.90152,7,OURBAN,RURAL,0,0,1.2837,0,1,0.10677,0,. ,. ,. 
370174,USPHS CLINTON INDIAN HOSPITAL,37,99,99,0,,,1.4401,1,0,37190,. ,0,11,0,0.402,0.0274,0.14634,99,0,8,,N,24,23.77,0.83607,0.83798,24,0.86862,0.86862,7,RURAL,RURAL,0,0,1.2837,0,1,0,0,. ,. ,. 
370176,SAINT FRANCIS HOSPITAL - BROKEN ARROW,46140,46140,46140,0,,,0.8498,1,0,37710,. ,0,36,17,0.408,0.038,0.06851,46140,0,0,,N,789,770.64,1.2133,1.21907,773.99,1.21364,1.21732,7,OURBAN,OURBAN,0,0,0.8945,0,1,0,0,0,0,0.55057
370178,MEMORIAL HOSPITAL OF STILWELL,37,37,37,0,,,0.7702,1,0,37000,3628.25,0,50,13,0.506,0.021,0.36977,37,0,16,,N,1023,992.41,0.88871,0.89487,998.18,0.85366,0.85946,7,RURAL,RURAL,0,0,0.8363,0,1,0.12,0,0,0,0.60386
370180,CARL ALBERT INDIAN HEALTH FACILITY,37,99,99,0,,,1.4401,1,0,37610,. ,0,36,0,0.402,0.0274,0.35,99,0,8,,N,431,423.38,1.02424,1.02427,424.47,1.03018,1.03045,7,RURAL,RURAL,0,0,1.2837,0,1,0.12,0,. ,. ,. 
370183,HENRYETTA MEDICAL CENTER,46140,46140,46140,0,,,0.8498,1,0,37550,. ,0,27,8,0.47,0.021,0.36519,46140,0,0,,N,669,656.9,0.94188,0.94527,657.79,0.95124,0.95617,7,OURBAN,OURBAN,0,0,0.8945,0,1,0.12,0,0,0,0.68769
370190,SOUTHWESTERN REGIONAL MEDICAL CENTER,46140,46140,46140,0,,,0.8498,1,0,37710,. ,0,39,14,0.401,0.051,0.00772,46140,0,0,,N,308,300.72,1.41387,1.42207,302.82,1.41833,1.42473,7,OURBAN,OURBAN,0,0,0.8945,0,1,0,0,0.51642,0.86077,0.30719
370192,NORTHWEST SURGICAL HOSPITAL,36420,36420,36420,0,,,0.8754,1,0,37540,. ,0,9,6,0.392,0.028,0.01517,36420,0,0,,N,154,149.61,2.02059,2.02364,146.66,2.00596,2.02134,7,LURBAN,LURBAN,0,0,0.9129,0,1,0,0,0.04596,0.02771,0.13433
370199,LAKESIDE WOMEN'S HOSPITAL,36420,36420,36420,0,,,0.8754,1,0,37540,. ,0,16,8,0.514,0.043,0.11767,36420,0,0,,N,13,13,0.78868,0.78868,13,0.86885,0.86885,7,LURBAN,LURBAN,0,0,0.9129,0,1,0,0,0,0,0.01816
370200,SEMINOLE MEDICAL CENTER,37,37,37,0,,,0.7702,1,0,37660,. ,0,31,15,0.403,0.036,0.27777,37,0,0,,N,391,381.15,1.05358,1.05575,382.79,1.0516,1.05457,7,RURAL,RURAL,0,0,0.8363,0,1,0.12,0,0.0032,0.00478,0.41754
370201,"SURGICAL HOSPITAL OF OKLAHOMA, L L C",36420,36420,36420,0,,,0.8754,1,0.2889,37540,. ,1.7334,12,2,0.296,0.021,0.17104,36420,0,0,,N,92,90.23,1.65374,1.66929,90.65,1.60227,1.61431,7,LURBAN,LURBAN,0.14614,0.52699,0.9129,0,1,0.03868,0,0,0,0.21477
370202,SOUTHCREST HOSPITAL,46140,46140,46140,0,,,0.8498,1,0,37710,. ,0,180,85,0.226,0.042,0.27398,46140,0,0,,N,2498,2469.86,1.40432,1.41184,2474.5,1.40807,1.4135,7,OURBAN,OURBAN,0,0,0.8945,0,1,0.11818,0.05705,0.02952,0.14016,0.36796
370203,COMMUNITY HOSPITAL,36420,36420,36420,0,,,0.8754,1,0,37130,. ,0,43,3,0.404,0.051,0.07615,36420,0,0,,N,337,329.72,2.13446,2.14282,330.39,2.18221,2.18871,7,LURBAN,LURBAN,0,0,0.9129,0,1,0,0,0.11134,0.25255,0.41306
370206,OKLAHOMA SPINE HOSPITAL,36420,36420,36420,0,,,0.8754,1,0,37540,. ,0,18,8,0.322,0.022,0.01702,36420,0,0,,N,250,248.34,1.62127,1.62962,247.94,1.72035,1.73101,7,LURBAN,LURBAN,0,0,0.9129,0,1,0,0,0.00013,0,0.13584
370210,ORTHOPEDIC HOSPITAL OF OKLAHOMA,46140,46140,46140,0,,,0.8498,1,0,37710,. ,0,27,11,0.391,0.047,0.02364,46140,0,0,,N,644,630.56,2.19637,2.19867,628.95,2.21951,2.21669,7,OURBAN,OURBAN,0,0,0.8945,0,1,0,0,0.00029,0.00116,0.38413
370211,INTEGRIS CANADIAN VALLEY REGIONAL HOSPITAL,36420,36420,36420,0,,,0.8754,1,0,37080,. ,0,42,16,0.275,0.036,0.22668,36420,0,0,,N,869,850.92,1.0777,1.09982,852.71,1.06473,1.08557,7,LURBAN,LURBAN,0,0,0.9129,0,1,0.07916,0,0.03761,0.08379,0.35872
370212,OKLA CENTER FOR ORTHOPAEDIC & MULTI-SP,36420,36420,36420,0,,,0.8754,1,0,37130,. ,0,10,1,0.603,0.122,0.04545,36420,0,0,,N,63,60.87,1.77021,1.75921,61.03,1.78029,1.77453,7,LURBAN,LURBAN,0,0,0.9129,0,1,0,0,0,0.01721,0.33333
370214,LINDSAY MUNICIPAL HOSPITAL,37,37,37,0.0121,YES,,0.7823,1,0,37240,. ,0,26,18,0.556,0.024,0.06606,37,0,0,,N,50,47.91,0.9322,0.94069,48.6,0.88487,0.88967,7,RURAL,RURAL,0,0,0.8452,0,1,0,0,0,0,0.04183
370215,OKLAHOMA HEART HOSPITAL,36420,36420,36420,0,,,0.8754,1,0,37540,. ,0,78,65,0.258,0.04,0.06249,36420,0,0,,N,5093,5020.59,2.37353,2.38396,5034.73,2.28777,2.29633,7,LURBAN,LURBAN,0,0,0.9129,0,1,0,0,0.03367,0.12894,0.66282
370216,TULSA SPINE & SPECIALTY HOSPITAL,46140,46140,46140,0,,,0.8498,1,0,37710,. ,0,21,10,0.345,0.053,0.08649,46140,0,0,,N,397,396.15,2.06477,2.06701,395.38,2.1519,2.15834,7,OURBAN,OURBAN,0,0,0.8945,0,1,0,0,0.06091,0.19265,0.32106
370218,SAINT FRANCIS HEART HOSPITAL,46140,46140,46140,0,,,0.8498,1,0,37710,. ,0,52,14,0.445,0.104,0.06702,46140,0,0,,N,1679,1661.89,2.2588,2.26743,1663.25,2.18409,2.1905,7,OURBAN,OURBAN,0,0,0.8945,0,1,0,0,0.09932,0.54933,0.62335
370220,ORTHOPEDIC HOSPITAL,36420,36420,36420,0,,,0.8754,1,0,37540,. ,0,8,.,0.331,0.064,0.13793,36420,0,0,,N,77,75.61,2.04799,2.04527,75.66,2.00473,2.00641,7,LURBAN,LURBAN,0,0,0.9129,0,1,0,0,0.00416,0.0164,. 
370222,"MCBRIDE CLINIC ORTHOPEDIC HOSPITAL, L L C",36420,36420,36420,0,,,0.8754,1,0,37540,. ,0,79,.,0.331,0.0274,0.02799,36420,0,0,,N,1712,1693.37,1.85071,1.85254,1696.45,1.8561,1.85891,7,LURBAN,LURBAN,0,0,0.9129,0,1,0,0,0.00031,0.00027,. 
370223,MOORE MEDICAL CENTER,36420,36420,36420,0,,,0.8754,1,0,37130,. ,0,45,.,0.417,0.149,0.24882,36420,0,0,,N,476,462.71,0.89496,0.90783,463.84,0.89764,0.90899,7,LURBAN,LURBAN,0,0,0.9129,0,1,0.09743,0,0.0054,0.06261,. 
370224,,36420,36420,36420,0,,,0.8754,1,0,37130,. ,0,50,.,0.328,0.031,0.02228,36420,0,0,,N,46,45.87,1.04508,1.04506,45.89,1.15398,1.15367,7,LURBAN,LURBAN,0,0,0.9129,0,1,0,0,2.41981,2.70645,. 
370225,,36420,36420,36420,0,,,0.8754,1,0,37540,. ,0,15,.,0.317,0.03,0,36420,0,0,,N,2,2,1.6521,1.6521,2,1.73215,1.73215,7,LURBAN,LURBAN,0,0,0.9129,0,1,0,0,0,0,. 
380001,MID-COLUMBIA MEDICAL CENTER,38,38,38,0,,,1.1227,1,0,38320,5754.65,0,49,24,0.456,0.022,0.18107,38900,0,17,,W,941,904.67,1.30981,1.31787,912.35,1.28731,1.29426,9,RURAL,RURAL,0,0,1.0825,0,1,0.0452,0,0.00989,0.00123,0.55099
380002,THREE RIVERS COMMUNITY HOSPITAL,38,38,38,0,,,0.9957,1,0,38160,. ,0,95,70,0.387,0.029,0.18796,38,0,0,,N,3511,3439.78,1.24244,1.25013,3454.23,1.22393,1.23029,9,RURAL,RURAL,0,0,0.9971,0,1,0.04967,0,0.03374,0.02671,0.61767
380004,PROVIDENCE ST VINCENT MEDICAL CENTER,38900,38900,38900,0,,,1.1227,1,0.0813,38330,. ,0.0944,454,402,0.297,0.034,0.17128,38900,0,0,,N,5765,5702.21,1.72475,1.72619,5712.55,1.71168,1.71359,9,LURBAN,LURBAN,0.04342,0.027,1.0825,0,1,0.03883,0.03529,0.00977,0.01772,0.19709
380005,ASHLAND COMMUNITY HOSPITAL,32780,32780,32780,0,,,1.0298,1,0,38140,. ,0,41,16,0.477,0.029,0.22663,32780,0,0,,N,741,727.27,1.41375,1.41962,725.9,1.4135,1.42573,9,OURBAN,OURBAN,0,0,1.0203,0,1,0.07912,0,0.06752,0.03548,0.52886
380007,LEGACY EMANUEL HOSPITAL,38900,38900,38900,0,,,1.1227,1,0.1261,38250,. ,0.2021,381,227,0.399,0.029,0.39592,38900,0,0,,N,1805,1783.63,2.04572,2.05398,1787.4,2.04866,2.05162,9,LURBAN,LURBAN,0.06652,0.05869,1.0825,0,1,0.21878,0.08348,0.22273,0.1744,0.1649
380009,OHSU HOSPITAL AND CLINICS,38900,38900,38900,0,,,1.1227,1,0.6327,38250,. ,0.805,443,347,0.447,0.027,0.39819,38900,0,0,,N,4507,4431.22,2.01544,2.04049,4448.37,2.0289,2.04605,9,LURBAN,LURBAN,0.2965,0.25504,1.0825,0,1,0.22066,0.08397,0.16329,0.08656,0.22407
380014,GOOD SAMARITAN REGIONAL MEDICAL CTR,18700,18700,18700,0,,,1.0702,1,0,38010,. ,0,118,70,0.52,0.029,0.13323,18700,0,7,,N,2402,2333.7,1.8686,1.9265,2345.31,1.88115,1.92521,9,OURBAN,OURBAN,0,0,1.0476,0,1,0,0.02735,0.12937,0.05069,0.45551
380017,LEGACY GOOD SAMARITAN HOSPITAL,38900,38900,38900,0,,,1.1227,1,0.1992,38250,. ,0.2988,214,129,0.457,0.023,0.17742,38900,0,0,,N,3263,3219.24,1.80246,1.81153,3226.96,1.80098,1.80933,9,LURBAN,LURBAN,0.10306,0.08798,1.0825,0,1,0.04282,0.03658,0.10432,0.03067,0.37495
380018,ROGUE VALLEY MEDICAL CENTER,32780,32780,32780,0,,,1.0298,1,0,38140,. ,0,230,150,0.421,0.047,0.23312,32780,0,0,,N,5799,5744.02,1.89028,1.89466,5750.27,1.86134,1.86534,9,OURBAN,OURBAN,0,0,1.0203,0,1,0.08447,0.04834,0.08346,0.13479,0.52523
380020,MCKENZIE-WILLAMETTE MEDICAL CENTER,21660,21660,21660,0,,,1.1003,1,0,38190,. ,0,105,55,0.529,0.025,0.22647,21660,0,0,,N,2206,2147.63,1.402,1.41589,2149.18,1.41863,1.43134,9,OURBAN,OURBAN,0,0,1.0676,0,1,0.07899,0.04693,0.02193,0.005,0.51614
380021,TUALITY COMMUNITY HOSPITAL,38900,38900,38900,0,,,1.1227,1,0,38330,. ,0,199,63,0.424,0.039,0.23692,38900,0,0,,N,1353,1338.65,1.47908,1.4812,1339.67,1.49386,1.49418,9,LURBAN,LURBAN,0,0,1.0825,0,1,0.08761,0.04915,0.09832,0.11174,0.34035
380022,SAMARITAN ALBANY GENERAL HOSPITAL,38,38,18700,0,,,1.0316,1,0,38210,. ,0,59,29,0.524,0.023,0.21704,18700,0,0,LUGAR,L,1166,1130.67,1.34134,1.35457,1136.39,1.3194,1.33316,9,RURAL,OURBAN,0,0,1.0215,0,1,0.07121,0,0.08719,0.01995,0.46426
380025,LEGACY MT HOOD MEDICAL CENTER,38900,38900,38900,0,,,1.1227,1,0,38250,. ,0,81,44,0.413,0.035,0.27988,38900,0,0,,N,1064,1046.74,1.24146,1.24319,1048.56,1.22558,1.22623,9,LURBAN,LURBAN,0,0,1.0825,0,1,0.12,0,0.04191,0.04461,0.31983
380027,MERCY MEDICAL CENTER,38,38,38,0,,,1.0708,1,0,38090,5452.8,0,124,98,0.363,0.028,0.15384,21660,0,17,,W,3636,3586.18,1.28402,1.28919,3592.13,1.29664,1.3004,9,RURAL,RURAL,0,0,1.0480,0,1,0.0275,0,0.03065,0.02484,0.59044
380029,SILVERTON HOSPITAL,41420,41420,41420,0.0075,YES,,1.0473,1,0,38230,. ,0,48,24,0.505,0.036,0.45493,41420,0,0,,N,324,312.3,1.24337,1.26167,315.79,1.20552,1.21744,9,OURBAN,OURBAN,0,0,1.0322,0,1,0.12,0,0.00246,0.00135,0.21568
380033,SACRED HEART MEDICAL CENTER,21660,21660,21660,0,,,1.1003,1,0,38190,. ,0,393,272,0.492,0.029,0.22443,21660,0,0,,N,9393,9226.52,1.74995,1.751,9257.41,1.72222,1.72326,9,OURBAN,OURBAN,0,0,1.0676,0,1,0.0773,0.0465,0.04253,0.01711,0.43125
380037,PROVIDENCE NEWBERG MEDICAL CENTER,38900,38900,38900,0,,,1.1227,1,0,38350,. ,0,41,14,0.637,0.053,0.1954,38900,0,0,,N,390,367.53,1.29188,1.32748,369.09,1.28586,1.31851,9,LURBAN,LURBAN,0,0,1.0825,0,1,0.05451,0,0.0506,0.04817,0.28613
380038,WILLAMETTE FALLS HOSPITAL,38900,38900,38900,0,,,1.1227,1,0,38020,. ,0,89,44,0.52,0.05,0.15899,38900,0,0,,N,697,682.6,1.33196,1.33708,685.8,1.30206,1.30482,9,LURBAN,LURBAN,0,0,1.0825,0,1,0.03084,0,0.02309,0.02876,0.21389
380040,ST CHARLES MEDICAL CENTER - REDMOND,13460,13460,38,0,,SEC401,0.9957,1,0,38080,5390.3,0,40,19,0.744,0.037,0.13784,38,0,16,,S,549,530.22,1.39783,1.40491,529.82,1.37776,1.39205,9,OURBAN,RURAL,0,0,0.9971,0,1,0,0,0.07113,0.0199,0.34428
380047,ST CHARLES MEDICAL CENTER - BEND,13460,13460,13460,0,,,1.0586,1,0.0033,38080,. ,0.0048,204,136,0.576,0.028,0.15581,13460,0,7,,N,3529,3474.71,1.85959,1.87061,3491.43,1.84195,1.85145,9,OURBAN,OURBAN,0.0018,0.00136,1.0398,0,1,0.02878,0.03205,0.10842,0.02641,0.31139
380050,MERLE WEST MEDICAL CENTER,38,38,38,0,,,1.0147,1,0.1404,38170,4490.05,0.2052,129,62,0.404,0.021,0.20606,32780,0,17,,W,2748,2721.88,1.45722,1.46048,2727.79,1.42963,1.43192,9,RURAL,RURAL,0.07378,0.05962,1.0100,0,1,0.06215,0,0.06289,0.02475,0.56147
380051,SALEM HOSPITAL,41420,41420,41420,0.0075,YES,,1.0473,1,0,38230,. ,0,377,199,0.502,0.033,0.23869,41420,0,0,,N,3855,3793.61,1.62291,1.6308,3801.36,1.62938,1.63622,9,OURBAN,OURBAN,0,0,1.0322,0,1,0.08907,0.04952,0.07652,0.04502,0.3217
380052,HOLY ROSARY MEDICAL CENTER,38,38,38,0,,,0.9957,1,0,38220,. ,0,49,24,0.418,0.05,0.27342,38,0,0,,N,1109,1080.87,1.29059,1.3004,1083.58,1.28944,1.29674,9,RURAL,RURAL,0,0,0.9971,0,1,0.11772,0,0.01934,0.04272,0.56268
380056,SANTIAM MEMORIAL HOSPITAL,41420,41420,41420,0.0075,YES,,1.0473,1,0,38230,. ,0,40,8,0.687,0.044,0.21937,41420,0,0,,N,286,279.65,1.13165,1.14006,280.15,1.10978,1.12112,9,OURBAN,OURBAN,0,0,1.0322,0,1,0.07313,0,0,0,0.35935
380060,ADVENTIST MEDICAL CENTER,38900,38900,38900,0,,,1.1227,1,0.0001,38250,. ,0.0001,256,93,0.487,0.036,0.2268,38900,0,0,,N,1891,1849.9,1.47354,1.47449,1855.58,1.50092,1.50068,9,LURBAN,LURBAN,0.00005,0.00003,1.0825,0,1,0.07926,0.047,0.0888,0.0659,0.24506
380061,PROVIDENCE PORTLAND MEDICAL CENTER,38900,38900,38900,0,,,1.1227,1,0.0896,38250,. ,0.1251,277,208,0.503,0.046,0.18377,38900,0,0,,N,4443,4378.5,1.67707,1.6825,4381.22,1.68179,1.68677,9,LURBAN,LURBAN,0.04774,0.03593,1.0825,0,1,0.04695,0.03791,0.07932,0.08743,0.28104
380071,WILLAMETTE VALLEY MEDICAL CENTER,38900,38900,38900,0,,,1.1227,1,0,38350,. ,0,51,37,0.294,0.023,0.20714,38900,0,0,,N,1481,1453.27,1.31629,1.32519,1451.47,1.36037,1.37018,9,LURBAN,LURBAN,0,0,1.0825,0,1,0.06304,0,0.00767,0.00609,0.62995
380075,PROVIDENCE MEDFORD MEDICAL CENTER,32780,32780,32780,0,,,1.0298,1,0,38140,. ,0,108,63,0.443,0.042,0.17583,32780,0,0,,N,3170,3121.21,1.34801,1.35586,3129.91,1.33914,1.3462,9,OURBAN,OURBAN,0,0,1.0203,0,1,0.04179,0.03625,0.08729,0.10029,0.61487
