Provider Number,Name,Geographic Labor Market Area,Pre Reclass Labor Market Area  ,Payment Labor Market Area (for purposes of Capital and DSH),SSA COUNTY CODE,REGION,URGEO,URSPA,RECLASS,Post Reclass Labor Market Area,Post Reclass Wage Index,Puerto Rico Specific Post Reclass wage index,LUGAR,Section 401 hospital,Section 505 eligible,Section 505 wage adjustment,Cost of Living Adjustment,Resident to Bed Ratio,RDAY,BEDS,Average Daily Census,TCHOP,TCHCP,DSHPCT,DSHOPG,DSHCPG,Operating CCR,Capital CCR,Provider Type,HSP Rate,BILLS,CASETA25,TACMIV25,CMIV25,CASETA26,TACMIV26,CMIV26,Post Reclass GAF,Puerto Rico Specific Post Reclass GAF,Cost of Living Adjustment-Capital,OUT09F,COUT09F,MCR_PCT
390145,EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL,38300,38300,38300,39770,2,LURBAN,LURBAN,N,38300,0.8613,0,,,.,,1,0,0,277,186,0,0,0.1927,0.05276,0.03979,0.36,0.025,0,.,4140,4076.03,1.50496,1.53476,4077.09,1.4707,1.50031,0.9028,0.0000,1,0.0129,0.0081,0.3462
390146,WARREN GENERAL HOSPITAL,39,39,39,39740,2,RURAL,RURAL,N,39,0.8355,0,,,0.0022,YES,1,0,0,71,31,0,0,0.1777,0.04301,0,0.431,0.031,14,6340.19,1285,1257.63,1.18006,1.18797,1258.35,1.15917,1.1685,0.8842,0.0000,1,0.0236,0.0197,0.5823
390147,MONONGAHELA VALLEY HOSPITAL,38300,38300,38300,39750,2,LURBAN,LURBAN,N,38300,0.8613,0,,,.,,1,0,0,158,124,0,0,0.12734,0,0.02612,0.343,0.021,0,.,3041,2992.13,1.32653,1.34072,2993.48,1.31283,1.32796,0.9028,0.0000,1,0.0085,0.0031,0.4439
390150,SOUTHWEST REGIONAL MEDICAL CENTER,39,39,38300,39370,2,RURAL,LURBAN,L,39,0.8364,0,LUGAR,,0.0031,YES,1,0,0,36,20,0,0,0.21878,0.07264,0,0.389,0.045,14,6117.71,1156,1121.01,1.09685,1.10566,1122.4,1.07979,1.08901,0.8848,0.0000,1,0.0016,0.0047,0.6314
390151,CHAMBERSBURG HOSPITAL,39,39,39,39350,2,RURAL,RURAL,W,13644,1.0974,0,,,.,,1,0.0041,0.006,205,135,0.00224,0.00085,0.1642,0.03423,0,0.437,0.032,7,.,6274,6206.48,1.34059,1.34811,6209.12,1.3396,1.34759,1.0657,0.0000,1,0.0094,0.0074,0.6255
390153,MAIN LINE HOSPITAL PAOLI,37964,37964,37964,39210,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0,0,157,125,0,0,0.03176,0,0.00645,0.168,0.011,0,.,3837,3766.05,1.3558,1.3741,3768.55,1.35002,1.36999,1.0641,0.0000,1,0.0214,0.0129,0.4007
390154,ELK REGIONAL HEALTH CENTER,39,39,39,39310,2,RURAL,RURAL,N,39,0.8333,0,,,.,,1,0,0,70,29,0,0,0.10866,0,0,0.401,0.028,16,4656.69,1739,1689.71,1.1908,1.2028,1691.52,1.17648,1.1909,0.8826,0.0000,1,0.0117,0.0088,0.6884
390156,MERCY FITZGERALD HOSPITAL,37964,37964,37964,39290,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0.2828,0.42,388,263,0.14327,0.06292,0.32962,0.16409,0.06903,0.133,0.009,0,.,5271,5130.63,1.36543,1.3818,5135.84,1.38526,1.40259,1.0641,0.0000,1,0.0218,0.017,0.355
390157,OHIO VALLEY GENERAL HOSPITAL,38300,38300,38300,39010,2,LURBAN,LURBAN,N,38300,0.8613,0,,,.,,1,0,0,103,56,0,0,0.11926,0,0.02444,0.31,0.03,0,.,1274,1250.9,1.28455,1.3171,1251.55,1.26824,1.30136,0.9028,0.0000,1,0.0121,0.0173,0.3773
390160,CANONSBURG GENERAL HOSPITAL,38300,38300,38300,39750,2,LURBAN,LURBAN,N,38300,0.8613,0,,,.,,1,0,0,88,56,0,0,0.07911,0,0,0.294,0.021,0,.,1720,1684.6,1.2953,1.31442,1685.44,1.28968,1.31065,0.9028,0.0000,1,0.0037,0.0028,0.4751
390162,EASTON HOSPITAL,10900,10900,10900,39590,2,OURBAN,OURBAN,W,35084,1.1544,0,,,.,,1,0.1519,0.2139,223,150,0.07957,0.03111,0.11111,0,0.02275,0.167,0.013,0,.,5986,5887.09,1.49842,1.50823,5890.41,1.51003,1.52069,1.1033,0.0000,1,0.0253,0.0229,0.6735
390163,ACMH HOSPITAL,38300,38300,38300,39070,2,LURBAN,LURBAN,N,38300,0.8613,0,,,.,,1,0,0,114,62,0,0,0.2059,0.06202,0.04258,0.534,0.041,7,.,1826,1794.71,1.21458,1.22897,1795.96,1.20268,1.21893,0.9028,0.0000,1,0.0162,0.0141,0.4513
390164,UPMC PRESBYTERIAN SHADYSIDE,38300,38300,38300,39010,2,LURBAN,LURBAN,N,38300,0.8613,0,,,.,,1,0.5293,0.6185,1170,968,0.25344,0.09535,0.16722,0.03619,0.03444,0.124,0.009,0,.,16244,15936.17,2.0775,2.11253,15946.5,2.08085,2.1152,0.9028,0.0000,1,0.1083,0.1002,0.3512
390168,BUTLER MEMORIAL HOSPITAL,38300,38300,38300,39150,2,LURBAN,LURBAN,N,38300,0.8613,0,,,.,,1,0,0,207,155,0,0,0.15664,0.02932,0.03223,0.333,0.02,0,.,4054,3986.46,1.4611,1.48557,3987.94,1.45928,1.4861,0.9028,0.0000,1,0.0092,0.0043,0.3962
390169,GEISINGER SOUTH WILKES-BARRE,42540,42540,42540,39480,2,OURBAN,OURBAN,N,10900,0.9642,0,,,.,,1,0.0217,0.092,190,92,0.01179,0.01315,0.17554,0.0416,0.03619,0.293,0.047,0,.,3641,3576.4,1.36255,1.37759,3578.4,1.33596,1.35197,0.9753,0.0000,1,0.0288,0.1191,0.6501
390173,INDIANA REGIONAL MEDICAL CENTER,39,39,39,39390,2,RURAL,RURAL,N,39,0.8333,0,,,.,,1,0,0,132,78,0,0,0.15787,0.03012,0,0.402,0.026,16,5167.09,3831,3731.8,1.18436,1.19582,3735,1.16317,1.17627,0.8826,0.0000,1,0.0102,0.005,0.5017
390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,37964,37964,37964,39620,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0.647,0.8077,865,683,0.30232,0.128,0.26271,0.10889,0.05464,0.183,0.012,0,.,11223,11103.28,1.67551,1.69977,11108.58,1.67634,1.69993,1.0641,0.0000,1,0.0872,0.0658,0.3015
390176,"COMMONWEALTH MEDICAL CENTER, INC",38300,38300,38300,39080,2,LURBAN,LURBAN,N,38300,0.8613,0,,,.,,1,0,0,106,28,0,0,0.31012,0.148,0.06481,0.717,0.018,0,.,344,337.23,1.09933,1.11345,337.38,1.11383,1.1292,0.9028,0.0000,1,0.0505,0,0.2465
390178,UPMC HORIZON,49660,49660,49660,39530,2,OURBAN,OURBAN,N,49660,0.8905,0,,,.,,1,0.0548,0.0888,149,84,0.02949,0.01269,0.18929,0.05054,0.03908,0.356,0.018,0,.,2758,2708.77,1.28966,1.29892,2710.75,1.27954,1.29014,0.9237,0.0000,1,0.0069,0.0018,0.5001
390179,CHESTER COUNTY HOSPITAL,37964,37964,37964,39210,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0,0,219,169,0,0,0.05896,0,0.01201,0.303,0.025,0,.,3946,3906.27,1.41331,1.4263,3907.74,1.40073,1.41409,1.0641,0.0000,1,0.0224,0.0225,0.3577
390180,CROZER CHESTER MEDICAL CENTER,37964,37964,37964,39290,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0.2047,0.286,493,357,0.10576,0.04203,0.22954,0.08152,0.04758,0.093,0.006,0,.,6727,6644.61,1.38433,1.3894,6647.51,1.38471,1.39014,1.0641,0.0000,1,0.0871,0.0589,0.3254
390183,ST LUKE'S MINERS MEMORIAL HOSPITAL,39,39,39,39650,2,RURAL,RURAL,S,39,0.8333,0,LUGAR,SEC401,.,,1,0,0,45,26,0,0,0.10714,0,0,0.274,0.021,14,6377.07,1296,1267.45,1.12694,1.13258,1268.05,1.11494,1.12025,0.8826,0.0000,1,0.0015,0.0013,0.7758
390184,HIGHLANDS HOSPITAL,38300,38300,38300,39330,2,LURBAN,LURBAN,N,38300,0.8613,0,,,.,,1,0,0,40,20,0,0,0.17,0.038,0,0.701,0.032,0,.,617,602.73,1.09247,1.10303,603.34,1.07253,1.08551,0.9028,0.0000,1,0.0263,0.0084,0.4249
390185,HAZLETON GENERAL HOSPITAL,42540,42540,42540,39480,2,OURBAN,OURBAN,N,29540,0.9797,0,,,.,,1,0,0,134,93,0,0,0.1717,0.0391,0.03538,0.253,0.015,7,.,4501,4397.46,1.25151,1.26434,4400.79,1.2538,1.26755,0.9861,0.0000,1,0.0123,0.0055,0.7382
390189,SHAMOKIN AREA COMMUNITY HOSPITAL,39,39,39,39600,2,RURAL,RURAL,N,39,0.8333,0,,,.,,1,0,0,43,29,0,0,0.10191,0,0,0.531,0.041,14,5692.31,1939,1897.62,1.13481,1.142,1899.07,1.12019,1.12899,0.8826,0.0000,1,0,0,0.7707
390192,TYLER MEMORIAL HOSPITAL,42540,42540,42540,39790,2,OURBAN,OURBAN,N,10900,0.9642,0,,,.,,1,0,0,60,25,0,0,0.20652,0.06253,0,0.385,0.018,0,.,1041,1020.79,1.04942,1.05415,1021.62,1.04516,1.05,0.9753,0.0000,1,0.0055,0.0002,0.527
390194,GNADEN HUETTEN MEMORIAL HOSPITAL,10900,10900,10900,39190,2,OURBAN,OURBAN,N,10900,0.9642,0,,,.,,1,0,0,67,27,0,0,0.16811,0.03677,0,0.524,0.043,0,.,1348,1309.11,1.18313,1.19473,1310.18,1.17067,1.18354,0.9753,0.0000,1,0.0062,0.0063,0.6456
390195,MAIN LINE HOSPITALS LANKENAU,37964,37964,37964,39560,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0.2865,0.3631,322,254,0.14501,0.05395,0.15378,0.02746,0.03163,0.166,0.01,0,.,6356,6247.09,1.64906,1.66491,6250.6,1.65331,1.67041,1.0641,0.0000,1,0.0481,0.0262,0.3643
390197,SACRED HEART HOSPITAL,10900,10900,10900,39470,2,OURBAN,OURBAN,N,10900,0.9642,0,,,.,,1,0.1275,0.273,176,84,0.06723,0.04004,0.27005,0.11494,0.05621,0.338,0.024,0,.,2683,2638.2,1.35928,1.37847,2639.73,1.3269,1.34624,0.9753,0.0000,1,0.0092,0.0066,0.5208
390198,MILLCREEK COMMUNITY HOSPITAL,21500,21500,21500,39320,2,OURBAN,OURBAN,N,21500,0.8725,0,,,.,,1,0.3484,1.0298,62,26,0.17374,0.16862,0.31915,0.12,0,0.259,0.016,0,.,862,842.02,1.07426,1.11509,842.43,1.04961,1.09105,0.9108,0.0000,1,0.001,0.0004,0.4448
390199,PUNXSUTAWNEY AREA HOSPITAL,39,39,39,39400,2,RURAL,RURAL,N,39,0.8333,0,,,.,,1,0,0,44,21,0,0,0.17059,0.03838,0,0.528,0.044,14,4347.49,1093,1072.8,1.09329,1.09786,1073.47,1.06964,1.07504,0.8826,0.0000,1,0.0036,0.0039,0.725
390201,POCONO MEDICAL CENTER,39,39,10900,39550,2,RURAL,OURBAN,L,39,0.9503,0,LUGAR,,0.117,YES,1,0,0,209,127,0,0,0.15221,0.02644,0.0313,0.277,0.025,17,6657.06,5729,5601.61,1.35863,1.37662,5605.18,1.36274,1.38243,0.9657,0.0000,1,0.0289,0.0348,0.6013
390203,DOYLESTOWN HOSPITAL,37964,37964,37964,39140,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0,0,187,140,0,0,0.03683,0,0.00749,0.256,0.009,0,.,3903,3850.91,1.49251,1.50585,3852.16,1.46308,1.47705,1.0641,0.0000,1,0.0154,0.0017,0.3944
390204,NAZARETH HOSPITAL,37964,37964,37964,39620,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0,0,185,141,0,0,0.16226,0.03297,0.0334,0.15,0.009,0,.,3927,3853.55,1.27949,1.29144,3857.04,1.28683,1.2998,1.0641,0.0000,1,0.0074,0.0032,0.4899
390211,SHARON REGIONAL HEALTH SYSTEM,49660,49660,49660,39530,2,OURBAN,OURBAN,N,49660,0.8905,0,,,.,,1,0,0,159,107,0,0,0.30755,0.14588,0.06426,0.39,0.033,0,.,3979,3910,1.26814,1.2848,3912.54,1.26407,1.28102,0.9237,0.0000,1,0.0106,0.0127,0.5144
390217,EXCELA HEALTH FRICK HOSPITAL,38300,38300,38300,39770,2,LURBAN,LURBAN,N,38300,0.8613,0,,,.,,1,0,0,102,50,0,0,0.17479,0.04111,0.03603,0.424,0.022,0,.,1601,1572.11,1.20607,1.21964,1572.97,1.20233,1.21711,0.9028,0.0000,1,0.0016,0.0001,0.4597
390219,EXCELA HEALTH LATROBE HOSPITAL,38300,38300,38300,39770,2,LURBAN,LURBAN,N,38300,0.8613,0,,,.,,1,0.1029,0.1636,172,111,0.05463,0.02363,0.1712,0.03878,0.03528,0.371,0.028,0,.,2482,2429.38,1.31594,1.33424,2430.83,1.29421,1.31344,0.9028,0.0000,1,0.0064,0.0056,0.3552
390220,JENNERSVILLE REGIONAL HOSPITAL,37964,37964,37964,39210,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0,0,48,38,0,0,0.14237,0,0,0.202,0.03,0,.,1468,1439.53,1.07565,1.08101,1440.26,1.06221,1.06784,1.0641,0.0000,1,0.0045,0.0123,0.5147
390222,RIDDLE MEMORIAL HOSPITAL,37964,37964,37964,39290,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0,0,182,145,0,0,0.077,0,0.01571,0.119,0.009,0,.,4224,4181.55,1.25964,1.26651,4183.16,1.25502,1.26243,1.0641,0.0000,1,0.0233,0.0193,0.4602
390223,PENN PRESBYTERIAN MEDICAL CENTER,37964,37964,37964,39620,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0.4918,0.6618,242,179,0.2374,0.10267,0.25777,0.10481,0.05358,0.167,0.008,0,.,4023,3953.29,1.94834,1.9552,3955.72,1.91753,1.92601,1.0641,0.0000,1,0.0355,0.0149,0.3459
390225,EPHRATA COMMUNITY HOSPITAL,29540,29540,29540,39440,2,OURBAN,OURBAN,N,29540,0.9797,0,,,.,,1,0,0,123,75,0,0,0.1237,0,0.02537,0.327,0.043,0,.,3260,3192.47,1.20062,1.20866,3194.93,1.21053,1.21988,0.9861,0.0000,1,0.0123,0.0294,0.5384
390226,"PENNSYLVANIA HOSPITAL,THE",37964,37964,37964,39620,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0.3548,0.4338,346,278,0.17666,0.06511,0.2955,0.13594,0.06167,0.201,0.01,0,.,4590,4540.89,1.70382,1.72347,4542.02,1.69301,1.7124,1.0641,0.0000,1,0.0843,0.0354,0.2718
390228,ST CLAIR MEMORIAL HOSPITAL,38300,38300,38300,39010,2,LURBAN,LURBAN,N,38300,0.8613,0,,,.,,1,0,0,265,180,0,0,0.06912,0,0.0141,0.327,0.026,0,.,4544,4477.58,1.34137,1.35673,4479.93,1.33588,1.35192,0.9028,0.0000,1,0.011,0.0105,0.3895
390231,ABINGTON MEMORIAL HOSPITAL,37964,37964,37964,39560,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0.2683,0.3226,526,438,0.13641,0.04766,0.10764,0,0.02204,0.125,0.012,0,.,9584,9437.33,1.38977,1.39517,9441.27,1.38465,1.39092,1.0641,0.0000,1,0.0583,0.0821,0.3257
390233,HANOVER HOSPITAL,49620,49620,39,39800,2,OURBAN,RURAL,S,39,0.8333,0,,SEC401,.,,1,0,0,101,59,0,0,0.08621,0,0,0.647,0.055,0,.,3031,2988.24,1.31431,1.3203,2990.21,1.26946,1.27573,0.8826,0.0000,1,0.0554,0.0599,0.6526
390236,"MEMORIAL HOSPITAL, INC TOWANDA",39,39,39,39130,2,RURAL,RURAL,N,39,0.8336,0,,,0.0003,YES,1,0,0,43,14,0,0,0.2272,0.07959,0,0.385,0.042,0,.,680,666.73,0.96559,0.96759,667.12,0.92695,0.92921,0.8828,0.0000,1,0.0077,0.0125,0.5899
390237,MERCY HOSPITAL SCRANTON,42540,42540,42540,39420,2,OURBAN,OURBAN,N,10900,0.9642,0,,,.,,1,0.0453,0.0851,241,130,0.02444,0.01215,0.11874,0,0.02434,0.249,0.016,0,.,5886,5789.32,1.57221,1.58457,5792.89,1.55902,1.57316,0.9753,0.0000,1,0.0145,0.0057,0.6152
390256,MILTON S HERSHEY MEDICAL CENTER,25420,25420,25420,39280,2,OURBAN,OURBAN,N,25420,0.9161,0,,,.,,1,0.7622,0.9483,412,370,0.34819,0.15342,0.28019,0.12331,0.05838,0.388,0.034,0,.,6274,6159.23,1.95529,1.97734,6162.63,1.93972,1.9613,0.9418,0.0000,1,0.0871,0.1143,0.2975
390258,ST MARY MEDICAL CENTER,37964,37964,37964,39140,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0,0,302,264,0,0,0.06588,0,0.01343,0.257,0.02,0,.,8980,8878.45,1.44407,1.45477,8881.66,1.42797,1.43912,1.0641,0.0000,1,0.0504,0.0435,0.4237
390263,LEHIGH VALLEY HOSPITAL - MUHLENBERG,10900,10900,10900,39470,2,OURBAN,OURBAN,N,10900,0.9642,0,,,.,,1,0.1816,0.2924,176,114,0.09439,0.04301,0.06267,0,0.01277,0.196,0.021,0,.,4938,4834.33,1.51094,1.52878,4837.73,1.52488,1.54401,0.9753,0.0000,1,0.0326,0.0623,0.6027
390265,JEFFERSON REGIONAL MEDICAL CENTER,38300,38300,38300,39010,2,LURBAN,LURBAN,N,38300,0.8613,0,,,.,,1,0,0,328,236,0,0,0.05877,0,0.01197,0.404,0.038,0,.,5322,5249.45,1.48663,1.50239,5252.19,1.4702,1.48663,0.9028,0.0000,1,0.017,0.0235,0.3803
390266,GROVE CITY MEDICAL CENTER,49660,49660,49660,39530,2,OURBAN,OURBAN,N,49660,0.8905,0,,,.,,1,0,0,95,26,0,0,0.1905,0.05133,0,0.456,0.038,0,.,985,960.58,1.16696,1.17948,961.13,1.15391,1.16722,0.9237,0.0000,1,0.0006,0.0007,0.5099
390267,WESTERN PENNSYLVANIA HOSP FORBES REGIONAL CAMPUS,38300,38300,38300,39010,2,LURBAN,LURBAN,N,38300,0.8613,0,,,.,,1,0.0865,0.1455,226,153,0.04613,0.02096,0.08661,0,0.01769,0.287,0.023,0,.,4149,4077.63,1.24512,1.25998,4079.91,1.2373,1.25293,0.9028,0.0000,1,0.0077,0.0077,0.4054
390268,MOUNT NITTANY MEDICAL CENTER,44300,44300,44300,39200,2,OURBAN,OURBAN,N,44300,0.8786,0,,,.,,1,0,0,188,112,0,0,0.12403,0,0.02543,0.415,0.027,0,.,3428,3391.42,1.39087,1.39776,3393.36,1.37693,1.38406,0.9152,0.0000,1,0.052,0.0331,0.5213
390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,42540,42540,42540,39480,2,OURBAN,OURBAN,N,29540,0.9797,0,,,.,,1,0.013,0.0199,155,109,0.00708,0.00282,0.19656,0.05526,0.04061,0.245,0.021,0,.,3176,3120.28,1.56923,1.59088,3122.53,1.54679,1.56758,0.9861,0.0000,1,0.0323,0.0367,0.4477
390272,VALLEY FORGE MEDICAL CENTER AND HOSPITAL,37964,37964,37964,39560,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0,0,50,39,0,0,0.4551,0.12,0,0.709,0.01,0,.,251,250.42,0.62233,0.62231,250.42,0.62775,0.62773,1.0641,0.0000,1,0,0,0.0927
390278,EAGLEVILLE HOSPITAL,37964,37964,37964,39560,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0,0,80,40,0,0,0.68823,0.12,0,0.624,0.023,0,.,511,509.39,0.67853,0.67863,509.45,0.78033,0.7804,1.0641,0.0000,1,0.0011,0,0.4177
390285,,37964,37964,37964,39620,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0.6683,1.1423,169,73,0.31094,0.19019,0.3595,0.18874,0.07551,0.127,0.01,0,.,449,435.47,1.5154,1.54123,435.83,1.55006,1.57707,1.0641,0.0000,1,0.0829,0.0859,0.3563
390286,,37964,37964,37964,39140,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0.0855,0.2255,104,39,0.04561,0.03285,0.06777,0,0.01382,0.142,0.011,0,.,1036,1009.25,1.21525,1.2181,1010.04,1.22808,1.23131,1.0641,0.0000,1,0.0453,0.0417,0.4191
390290,HAHNEMANN UNIVERSITY HOSPITAL,37964,37964,37964,39620,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0.7665,1.1734,462,302,0.34987,0.19627,0.43354,0.24982,0.09176,0.105,0.004,0,.,3970,3936.34,1.83669,1.84984,3937.32,1.87181,1.88444,1.0641,0.0000,1,0.1425,0.0274,0.3028
390302,BARIX CLINICS OF PENNSYLVANIA,37964,37964,37964,39140,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0,0,10,.,0,0,0,0,0,0.375,0.037,0,.,1,1,1.4092,1.4092,1,1.402,1.402,1.0641,0.0000,1,0,0,.
390304,ROXBOROUGH MEMORIAL HOSPITAL,37964,37964,37964,39620,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0.2497,0.3777,97,64,0.12754,0.05624,0.13262,0,0,0.266,0.016,0,.,1741,1697.28,1.29274,1.3036,1698.72,1.28525,1.2973,1.0641,0.0000,1,0.0119,0.0054,0.4609
390307,EDGEWOOD SURGICAL HOSPITAL,49660,49660,49660,39530,2,OURBAN,OURBAN,N,49660,0.8905,0,,,.,,1,0,0,10,1,0,0,0.09339,0,0,0.6,0.021,0,.,38,37.02,2.02403,2.04179,37.04,2.05148,2.0796,0.9237,0.0000,1,0.0174,0,0.4467
390312,CANCER TREATMENT CENTERS OF AMERICA,37964,37964,37964,39620,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0,0,22,16,0,0,0.01887,0,0,0.469,0.044,0,.,159,156.07,1.31183,1.31433,156.14,1.32266,1.32611,1.0641,0.0000,1,3.379,3.761,.
390313,SAINT CATHERINE MEDICAL CENTER FOUNTAIN SPRINGS,39,39,39740,39650,2,RURAL,OURBAN,L,39740,0.908,0,LUGAR,,.,,1,0,0,39,14,0,0,0.14679,0,0,0.397,0.016,0,.,834,805.58,1.11979,1.13069,806.45,1.09639,1.10804,0.9360,0.0000,1,0.0055,0.0011,.
390314,COORDINATED HEALTH ORTHOPEDIC HOSPITAL LLC,10900,10900,10900,39470,2,OURBAN,OURBAN,N,10900,0.9642,0,,,.,,1,0,0,20,.,0,0,0.00294,0,0,0.894,0.141,0,.,240,238.21,1.95157,1.95151,238.28,1.97557,1.97601,0.9753,0.0000,1,0.1832,0.8433,.
390315,,38300,38300,38300,39010,2,LURBAN,LURBAN,N,38300,0.8613,0,,,.,,1,0,0,72,.,0,0,0.06734,0,0,0.271,0.022,0,.,42,42,1.71323,1.71323,42,1.79235,1.79235,0.9028,0.0000,1,0.867,0.8789,.
390316,SURGICAL INSTITUTE OF READING,39740,39740,39740,39110,2,OURBAN,OURBAN,N,39740,0.9492,0,,,0.0191,YES,1,0,0,15,.,0,0,0.03106,0,0,0.277,0.021,0,.,62,60.43,1.91136,1.93213,60.52,1.94169,1.97178,0.9649,0.0000,1,0.0031,0.0016,.
390317,DSI OF BUCKS COUNTY,37964,37964,37964,39140,2,LURBAN,LURBAN,N,37964,1.0949,0,,,.,,1,0,0,24,.,0,0,0,0,0,0.277,0.023,0,.,9,9,0.82789,0.82789,9,0.81511,0.81511,1.0641,0.0000,1,0,0,.
390318,WESTFIELD MEDICAL CENTER,10900,10900,10900,39470,2,OURBAN,OURBAN,N,10900,0.9642,0,,,.,,1,0,0,1,.,0,0,0.03571,0,0,0.277,0.023,0,.,12,12,0.95095,0.95095,12,0.91787,0.91787,0.9753,0.0000,1,0,0,.
400001,ASHFORD PRESBYTERIAN COMMUNITY HOSP,41980,41980,41980,40640,40,LURBAN,LURBAN,N,41980,0.4388,1.0348,,,.,,1,0,0,201,164,0,0,0.00748,0,0.00152,0.303,0.012,0,.,1147,1146.77,1.34945,1.34939,1146.77,1.35052,1.35042,0.5689,1.0162,1,0.0356,0.0098,0.2143
400002,HOSPITAL EPISCOPAL ST LUKES,38660,38660,38660,40560,40,OURBAN,OURBAN,N,38660,0.4107,0.9757,,,.,,1,0,0,136,119,0,0,0.16019,0.03162,0.03297,0.339,0.028,0,.,286,284.83,2.033,2.03239,284.85,2.02871,2.02808,0.5437,0.9885,1,0.014,0.0309,0.4851
400003,HOSPITAL DR PILA,38660,38660,38660,40560,40,OURBAN,OURBAN,N,38660,0.4107,0.9757,,,.,,1,0.0416,0.0689,144,97,0.02247,0.00982,0.19663,0.05531,0.04062,0.637,0.021,0,.,648,642,1.43148,1.43269,642.28,1.45494,1.45617,0.5437,0.9885,1,0.0504,0.011,0.2868
400004,"ASOCIACION HOSPITAL DEL MAESTRO, INC",41980,41980,41980,40640,40,LURBAN,LURBAN,N,41980,0.4388,1.0348,,,.,,1,0,0,216,133,0,0,0.15822,0.03034,0.03256,0.431,0.017,0,.,1543,1542.08,1.20624,1.20675,1542.12,1.17338,1.17389,0.5689,1.0162,1,0.0262,0.009,0.3618
400005,HIMA SAN PABLO HUMACAO,41980,41980,41980,40340,40,LURBAN,LURBAN,N,41980,0.4388,1.0348,,,.,,1,0,0,68,54,0,0,0.17246,0.0396,0,0.53,0.039,0,.,392,391.97,1.23081,1.23077,391.97,1.19315,1.19311,0.5689,1.0162,1,0.0154,0.0182,0.4799
400006,"DOCTORS COMMUNITY HOSPITAL, INC",41980,41980,41980,40640,40,LURBAN,LURBAN,N,41980,0.4388,1.0348,,,.,,1,0,0,132,27,0,0,0,0,0,0.583,0.054,0,.,196,196,1.17689,1.17689,196,1.16687,1.16687,0.5689,1.0162,1,0.1218,0.1803,0.2629
400007,RYDER MEMORIAL HOSPITAL,41980,41980,41980,40340,40,LURBAN,LURBAN,N,41980,0.4388,1.0348,,,.,,1,0,0,165,130,0,0,0.34137,0.17378,0.07157,0.429,0.028,0,.,871,869.03,1.19036,1.19237,869.07,1.17207,1.17368,0.5689,1.0162,1,0.0031,0.0036,0.3825
400009,SANTA ROSA CLINIC,25020,25020,25020,40280,40,OURBAN,OURBAN,N,25020,0.3126,0.7472,,,.,,1,0,0,89,40,0,0,0.19271,0.05276,0,0.763,0.109,0,.,339,338.08,1.0028,1.00232,338.12,0.9564,0.9559,0.4510,0.8723,1,0.0048,0.0238,0.2482
400010,CASTANER GENERAL HOSPITAL,10380,10380,10380,40400,40,OURBAN,OURBAN,N,10380,0.3298,0.7845,,,.,,1,0,0,24,6,0,0,0.16644,0.03569,0,1.189,0.078,0,.,104,103.8,0.87701,0.87684,103.82,0.7965,0.79641,0.4678,0.8924,1,0.024,0.0344,0.4644
400011,HOSPITAL DR DOMINGUEZ,41980,41980,41980,40340,40,LURBAN,LURBAN,N,41980,0.4388,1.0348,,,.,,1,0,0,60,51,0,0,0.21299,0.06787,0,0.513,0.019,0,.,328,327.54,1.09867,1.09991,327.55,1.04076,1.04161,0.5689,1.0162,1,0.0289,0.0116,0.4601
400012,DR I GONZALEZ MARTINEZ ONCOLOGY HOSP,41980,41980,41980,40640,40,LURBAN,LURBAN,N,41980,0.4388,1.0348,,,.,,1,0,0,47,24,0,0,0.14351,0,0,0.855,0.022,0,.,196,195.87,1.50466,1.5048,195.91,1.44899,1.44904,0.5689,1.0162,1,0.1291,0.0274,0.2158
