Provider Number,Name,Geographic Labor Market Area,Pre Reclass Labor Market Area  ,Payment Labor Market Area (for purposes of Capital and DSH),Section 508 Labor Market Area if applicable,Special Exception Labor Market Area if applicable,Section 508 Provider,Section 505 wage adjustment_a,Section 505 wage adjustment_b,Section 505 eligible_a,Section 505 eligible_b,Section 401 hosptial,Post Reclass Wage Index_a,Post Reclass Wage Index_b,COLA,RESBED,SSA COUNTY CODE,HSP Rate,HSP_MDH,RDAY,BEDS,ADC,OPCCR,CPCCR,DSHPCT,POST RECLASS Labor Market Area_a,POST RECLASS Labor Market Area_b,Puerto Rico Specific Post Reclass wage index_a,Puerto Rico Specific Post Reclass wage index_b,PTYPE,LUGAR,RECLASS1,RECLASS2,BILLS,CASETA23,TACMIV23,CMIV23,CASETA24,TACMIV24,CMIV24,REGION,URGEO,URSPA,TCHOP,TCHCP,Post Reclass GAF_a,Post Reclass GAF_b,Puerto Rico Specific Post Reclass GAF_a,Puerto Rico Specific Post Reclass GAF_b,COLACP,DSHOPG,DSHCPG,OUT07F,COUT07F,MCR_PCT
450068,MEMORIAL HERMANN HOSPITAL,26420,26420,26420,,,,. ,. ,,,,1.0094,1.0094,1,0.526,45610,. ,0,0.7318,674,474,0.277,0.032,0.47744,26420,26420,0,0,0,,N,N,6789,6697.41,2.0561,2.1185,6705.44,2.045,2.10022,7,LURBAN,LURBAN,0.24644,0.22938,1.00643,1.00643,0,0,1,0.28604,0.10151,0.14215,0.22946,0.25785
450072,BRAZOSPORT MEMORIAL HOSPITAL,26420,26420,26420,26420,,YES,. ,. ,,,,1.0094,1.0094,1,0,45180,. ,0,0,101,44,0.362,0.037,0.23588,26420,26420,0,0,0,,N,N,2119,2053.1,1.13702,1.17548,2056.33,1.14411,1.18033,7,LURBAN,LURBAN,0,0,1.00643,1.00643,0,0,1,0.08675,0.04892,0.00479,0.00633,0.53162
450073,D M COGDELL MEMORIAL HOSPITAL,45,45,45,,,,. ,. ,,,,0.838,0.838,1,0,45888,5135.96,0,0,45,10,0.461,0.053,0.36585,10180,10180,0,0,16,,W,W,460,444.06,0.94929,0.95753,444.26,0.96948,0.9802,7,RURAL,RURAL,0,0,0.88601,0.88601,0,0,1,0.12,0,0.00231,0.00383,0.49127
450078,ANSON GENERAL HOSPITAL,10180,10180,45,,,,. ,. ,,,YES,0.8225,0.8225,1,0,45721,6772.68,3958.99,0,32,11,0.405,0.018,0.19828,45,45,0,0,14,,W,W,517,513.91,0.94923,0.94999,514.13,0.95657,0.9573,7,OURBAN,RURAL,0,0,0.87475,0.87475,0,0,1,0.05638,0,0,0,0.89728
450079,BAYLOR MEDICAL CENTER AT IRVING,19124,19124,19124,,,,. ,. ,,,,0.9977,0.9977,1,0,45390,. ,0,0,189,120,0.344,0.031,0.24195,19124,19124,0,0,0,,N,N,3641,3564.76,1.64236,1.67834,3570.36,1.63956,1.67106,7,LURBAN,LURBAN,0,0,0.99842,0.99842,0,0,1,0.09176,0.05021,0.09812,0.09137,0.45523
450080,TITUS COUNTY MEMORIAL HOSPITAL,45,45,45,,,,. ,. ,,,,0.8946,0.8946,1,0,45921,. ,0,0,115,54,0.342,0.049,0.29203,30980,30980,0,0,7,,W,W,1588,1551.61,1.26974,1.27614,1553.36,1.27637,1.2818,7,RURAL,RURAL,0,0,0.92656,0.92656,0,0,1,0.13307,0,0.00711,0.01856,0.57371
450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,45,45,45,,,,. ,. ,,,,0.8225,0.8225,1,0,45113,4653.5,0,0,63,37,0.248,0.021,0.39056,45,45,0,0,16,,N,N,1573,1539.85,1.05956,1.07256,1541.46,1.06244,1.07489,7,RURAL,RURAL,0,0,0.87475,0.87475,0,0,1,0.12,0,0.01504,0.01561,0.53853
450083,EAST TEXAS MEDICAL CENTER,46340,46340,46340,,,,. ,. ,,,,0.8963,0.8963,1,0,45892,. ,0,0,341,286,0.196,0.019,0.2012,46340,46340,0,0,0,,N,N,9905,9675.05,1.73148,1.78293,9692.88,1.72668,1.77329,7,OURBAN,OURBAN,0,0,0.92777,0.92777,0,0,1,0.05828,0.04158,0.0471,0.0537,0.51988
450085,GRAHAM REGIONAL MEDICAL CENTER,45,45,45,,,,. ,. ,,,,0.8225,0.8225,1,0,45981,3025.79,0,0,33,17,0.453,0.032,0.26089,45,45,0,0,16,,N,N,820,795.53,1.03087,1.03708,796.11,1.04613,1.05257,7,RURAL,RURAL,0,0,0.87475,0.87475,0,0,1,0.10738,0,0,0,0.58889
450087,NORTH HILLS HOSPITAL,23104,23104,23104,,,,. ,. ,,,,0.9743,0.9743,1,0,45910,. ,0,0,130,89,0.212,0.016,0.09475,19124,19124,0,0,0,,W,W,2485,2448.41,1.42887,1.44015,2450.25,1.42652,1.43775,7,LURBAN,LURBAN,0,0,0.98233,0.98233,0,0,1,0,0.01937,0.01369,0.00727,0.42674
450090,NORTH TEXAS MEDICAL CENTER,45,45,45,,,,. ,. ,,,,0.8225,0.8225,1,0,45340,4813.09,0,0,39,24,0.568,0.037,0.28884,45,45,0,0,16,,N,N,1028,1002.08,1.18271,1.19288,1003.67,1.184,1.19173,7,RURAL,RURAL,0,0,0.87475,0.87475,0,0,1,0.12,0,0.01416,0.00827,0.55161
450092,FORT DUNCAN MEDICAL CENTER,45,45,45,,,,. ,. ,,,,0.8225,0.8225,1,0,45791,4214.97,0,0,77,40,0.231,0.024,0.97253,45,45,0,0,16,,N,N,1885,1829.37,1.19173,1.21162,1832.01,1.19387,1.21386,7,RURAL,RURAL,0,0,0.87475,0.87475,0,0,1,0.12,0,0,0,0.54611
450096,,13140,13140,13140,,,,. ,. ,,,,0.871,0.871,1,0,45700,. ,0,0,221,82,0.361,0.02641,0.277,13140,13140,0,0,0,,N,N,2204,2175.17,1.41782,1.42574,2175.92,1.41493,1.42463,7,OURBAN,OURBAN,0,0,0.90975,0.90975,0,0,1,0.12068,0.0577,0.05732,0.04078,0.52888
450097,BAYSHORE MEDICAL CENTER,26420,26420,26420,,,,. ,. ,,,,1.0094,1.0094,1,0,45610,. ,0,0,281,196,0.187,0.022,0.33355,26420,26420,0,0,0,,N,N,4928,4830.34,1.44577,1.45488,4832.37,1.46245,1.47402,7,LURBAN,LURBAN,0,0,1.00643,1.00643,0,0,1,0.16733,0.06988,0.03545,0.05493,0.47221
450099,PAMPA REGIONAL MEDICAL CENTER,45,45,45,,,,. ,. ,,,,0.9248,0.9248,1,0,45563,4508.64,0,0,71,24,0.215,0.027,0.30261,11100,11100,0,0,16,,W,W,1196,1169.06,1.20848,1.22264,1170.05,1.21997,1.23599,7,RURAL,RURAL,0,0,0.94787,0.94787,0,0,1,0.12,0,0.00536,0.01187,0.6279
450101,HILLCREST BAPTIST MEDICAL CENTER,47380,47380,47380,,,,. ,. ,,,,0.8748,0.8748,1,0.0698,45780,. ,0,0.1209,251,142,0.362,0.033,0.39815,47380,47380,0,0,0,,N,N,4051,3971.16,1.557,1.57986,3980.11,1.55405,1.57412,7,OURBAN,OURBAN,0.03657,0.03471,0.91247,0.91247,0,0,1,0.22062,0.08396,0.01672,0.02092,0.40747
450102,MOTHER FRANCES HOSPITAL,46340,46340,46340,,,,. ,. ,,,,0.8963,0.8963,1,0.0073,45892,. ,0,0.0098,342,245,0.185,0.017,0.21195,46340,46340,0,0,0,,N,N,9681,9512.22,1.7887,1.82273,9525.51,1.77458,1.80592,7,OURBAN,OURBAN,0.00389,0.00277,0.92777,0.92777,0,0,1,0.06701,0.04385,0.02485,0.02646,0.55362
450104,GUADALUPE VALLEY HOSPITAL,41700,41700,41700,,,,. ,. ,,,,0.8945,0.8945,1,0,45581,. ,0,0,107,50,0.511,0.026,0.30522,41700,41700,0,0,0,,N,N,2355,2305.45,1.18932,1.20143,2308.33,1.20626,1.21768,7,LURBAN,LURBAN,0,0,0.92649,0.92649,0,0,1,0.14396,0.06376,0.02315,0.00622,0.56995
450107,LAS PALMAS MEDICAL CENTER,21340,21340,21340,,,,. ,. ,,,,0.9238,0.9238,1,0,45480,. ,0,0,226,126,0.182,0.022,0.5552,21340,21340,0,0,0,,N,N,3640,3595.92,1.41791,1.42632,3599.94,1.43728,1.44464,7,OURBAN,OURBAN,0,0,0.94717,0.94717,0,0,1,0.35019,0.11899,0.03917,0.07394,0.46867
450108,CONNALLY MEMORIAL MEDICAL CENTER,41700,41700,41700,,,,. ,. ,,,,0.8945,0.8945,1,0,45971,. ,0,0,31,9,0.421,0.027,0.16154,41700,41700,0,0,0,,N,N,727,692.87,1.17746,1.18597,694.8,1.17849,1.18588,7,LURBAN,LURBAN,0,0,0.92649,0.92649,0,0,1,0.0325,0,0.00017,0,0.71674
450119,EDINBURG REGIONAL MEDICAL CENTER,32580,32580,32580,,,,. ,. ,,,,0.8794,0.8794,1,0,45650,. ,0,0,129,83,0.193,0.019,0.91128,32580,32580,0,0,0,,N,N,1558,1529.3,1.28147,1.30245,1531.08,1.29792,1.3154,7,OURBAN,OURBAN,0,0,0.91575,0.91575,0,0,1,0.64396,0.20266,0.01075,0.01855,0.35685
450121,,23104,23104,23104,,,,. ,. ,,,,0.9743,0.9743,1,0.3061,45910,. ,0,0.4894,157,90,0.288,0.02641,0.35258,19124,19124,0,0,0,,W,W,87,84.66,1.48138,1.49976,85.02,1.50571,1.51206,7,LURBAN,LURBAN,0.15077,0.1481,0.98233,0.98233,0,0,1,0.18303,0.07401,0.36389,0.35714,0.50252
450123,RENAISSANCE HOSPITAL,13140,13140,13140,,,,. ,. ,,,,0.871,0.871,1,0,45700,. ,0,0,108,18,0.299,0.03,0.16552,13140,13140,0,0,0,,N,N,868,859.89,1.0462,1.05349,860,1.0532,1.06137,7,OURBAN,OURBAN,0,0,0.90975,0.90975,0,0,1,0.03509,0.03409,0.0923,0.10476,0.49937
450124,BRACKENRIDGE HOSPITAL,12420,12420,12420,,,,. ,. ,,,,0.9328,0.9328,1,0.1926,45940,. ,0,0.3002,362,224,0.342,0.017,0.55736,12420,12420,0,0,0,,N,N,2130,2076.77,1.93593,1.97054,2081.16,1.93506,1.96504,7,LURBAN,LURBAN,0.0976,0.08841,0.95348,0.95348,0,0,1,0.35197,0.11948,0.09022,0.02886,0.14292
450126,EAST HOUSTON REGIONAL MEDICAL CENTER,26420,26420,26420,,,,. ,. ,,,,1.0094,1.0094,1,0,45610,. ,0,0,125,75,0.217,0.031,0.39243,26420,26420,0,0,0,,N,N,2277,2219.76,1.32259,1.34721,2220.89,1.33705,1.36316,7,LURBAN,LURBAN,0,0,1.00643,1.00643,0,0,1,0.2159,0.08271,0.00624,0.01654,0.4304
450128,KNAPP MEDICAL CENTER,32580,32580,32580,,,,. ,. ,,,,0.8794,0.8794,1,0,45650,. ,0,0,211,149,0.339,0.048,0.72583,32580,32580,0,0,0,,N,N,4774,4678.85,1.21198,1.23635,4681.91,1.22495,1.24756,7,OURBAN,OURBAN,0,0,0.91575,0.91575,0,0,1,0.49096,0.15833,0.02189,0.06258,0.45265
450130,NIX HEALTH CARE SYSTEM,41700,41700,41700,,,,. ,. ,,,,0.8945,0.8945,1,0,45130,. ,0,0,135,87,0.371,0.021,0.56534,41700,41700,0,0,0,,N,N,2301,2269.59,1.21712,1.22382,2271.05,1.2492,1.25601,7,LURBAN,LURBAN,0,0,0.92649,0.92649,0,0,1,0.35856,0.12129,0.04476,0.01802,0.4198
450132,MEDICAL CENTER HOSPITAL,36220,36220,36220,,,,. ,. ,,,,1.0038,1.0038,1,0.1287,45451,. ,0,0.2474,285,172,0.427,0.034,0.36424,36220,36220,0,0,0,,N,N,5469,5396.33,1.5173,1.53835,5398.02,1.52619,1.54818,7,OURBAN,OURBAN,0.06634,0.07231,1.0026,1.0026,0,0,1,0.19265,0.07655,0.04677,0.03903,0.49419
450133,MIDLAND MEMORIAL HOSPITAL,33260,33260,33260,,,,. ,. ,,,,0.9538,0.9538,1,0.0542,45794,. ,0,0.1405,225,108,0.483,0.041,0.27411,33260,33260,0,0,0,,N,N,4041,4003.79,1.60738,1.62014,4007.46,1.60601,1.61973,7,OURBAN,OURBAN,0.02852,0.04045,0.96813,0.96813,0,0,1,0.11829,0.05708,0.02378,0.02128,0.62554
450135,HARRIS METHODIST FORT WORTH,23104,23104,23104,,,,. ,. ,,,,0.9743,0.9743,1,0.0086,45910,. ,0,0.0099,516,428,0.304,0.024,0.32815,19124,19124,0,0,0,,W,W,8862,8726.45,1.67802,1.70657,8732.66,1.68225,1.7088,7,LURBAN,LURBAN,0.00459,0.0028,0.98233,0.98233,0,0,1,0.16287,0.06871,0.03486,0.02447,0.30612
450137,BAYLOR ALL SAINTS MEDICAL CENTER AT FW,23104,23104,23104,,,,. ,. ,,,,0.9743,0.9743,1,0,45910,. ,0,0,275,171,0.35,0.026,0.22661,19124,19124,0,0,0,,W,W,5613,5537.76,1.60115,1.61073,5544.32,1.59802,1.60668,7,LURBAN,LURBAN,0,0,0.98233,0.98233,0,0,1,0.0791,0.04696,0.08815,0.05303,0.41918
450143,SMITHVILLE REGIONAL HOSPITAL,12420,12420,12420,,,,. ,. ,,,,0.9328,0.9328,1,0,45100,2375.15,4306.73,0,32,14,0.435,0.026,0.26256,12420,12420,0,0,14,,N,N,1044,1009.77,1.00119,1.01105,1011.86,1.00262,1.01194,7,LURBAN,LURBAN,0,0,0.95348,0.95348,0,0,1,0.10876,0,0.00213,0.00052,0.65095
450144,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,45,45,45,,,,. ,. ,,,,0.9714,0.9714,1,0,45010,5394.72,0,0,78,10,0.598,0.05,0.33854,36220,36220,0,0,16,,W,W,420,413.71,1.05971,1.0655,413.76,1.0655,1.07099,7,RURAL,RURAL,0,0,0.98033,0.98033,0,0,1,0.12,0,0.0408,0.03879,0.41159
450147,DETAR HOSPITAL NAVARRO,47020,47020,47020,,,,. ,. ,,,,0.8426,0.8426,1,0,45948,. ,0,0,279,105,0.253,0.038,0.35122,47020,47020,0,0,0,,N,N,4021,3942.28,1.42397,1.4438,3947.52,1.42433,1.44257,7,OURBAN,OURBAN,0,0,0.88934,0.88934,0,0,1,0.18191,0.07371,0.01864,0.05099,0.5651
450148,WALLS REGIONAL HOSPITAL,23104,23104,23104,,,,. ,. ,,,,0.9743,0.9743,1,0,45720,. ,0,0,113,34,0.351,0.041,0.24967,19124,19124,0,0,0,,W,W,1614,1568.5,1.16586,1.17755,1570.87,1.16889,1.1807,7,LURBAN,LURBAN,0,0,0.98233,0.98233,0,0,1,0.09813,0.05186,0.00311,0.00538,0.52785
450151,,45,45,45,,,,. ,. ,,,,0.8225,0.8225,1,0,45511,3846.38,3455.22,0,45,17,0.423,0.015,0.2227,45,45,0,0,14,,N,N,793,773.76,1.19623,1.19878,774.96,1.20612,1.20869,7,RURAL,RURAL,0,0,0.87475,0.87475,0,0,1,0.07588,0,0,0,0.6602
450152,METROPLEX HOSPITAL,28660,28660,28660,,,,. ,. ,,,,0.8993,0.8993,1,0,45120,. ,0,0,159,75,0.279,0.03,0.34977,28660,28660,0,0,0,,N,N,1939,1906.08,1.2195,1.22805,1907.69,1.23421,1.24182,7,OURBAN,OURBAN,0,0,0.92989,0.92989,0,0,1,0.18071,0.0734,0.00314,0.0048,0.38287
450154,VAL VERDE REGIONAL MEDICAL CENTER,45,45,45,,,,. ,. ,,,,0.8225,0.8225,1,0,45946,3959.18,0,0,65,30,0.428,0.048,0.58557,45,45,0,0,16,,N,N,1286,1241.85,1.35997,1.37217,1243.25,1.34879,1.35799,7,RURAL,RURAL,0,0,0.87475,0.87475,0,0,1,0.12,0,0.01821,0.03099,0.56416
450155,HEREFORD REGIONAL MEDICAL CENTER,45,45,45,,,,. ,. ,,,,0.8225,0.8225,1,0,45392,. ,0,0,40,7,0.536,0.041,0.60271,45,45,0,0,0,,N,N,230,228.02,1.00366,1.00641,228.09,1.01541,1.01796,7,RURAL,RURAL,0,0,0.87475,0.87475,0,0,1,0.12,0,0.05448,0.04566,0.41564
450162,HIGHLAND MEDICAL CENTER,31180,31180,31180,,,,. ,. ,,,,0.8536,0.8536,1,0,45770,. ,0,0,116,13,0.368,0.038,0.63414,31180,31180,0,0,0,,N,N,466,457.7,1.29712,1.30992,458.35,1.31459,1.32243,7,OURBAN,OURBAN,0,0,0.89727,0.89727,0,0,1,0.41532,0.13702,0.0287,0.05311,0.54045
450163,CHRISTUS SPOHN HOSPITAL KLEBERG,45,45,45,,,,0.0134,0.0134,YES,YES,,0.8359,0.8359,1,0,45743,4810.67,0,0,85,68,0.246,0.018,0.46567,45,45,0,0,16,,N,N,1988,1953.64,1.07391,1.09344,1955.81,1.07948,1.09583,7,RURAL,RURAL,0,0,0.87475,0.87475,0,0,1,0.12,0,0.00086,0.00051,0.5095
450165,SOUTH TEXAS REGIONAL MEDICAL CENTER,41700,41700,41700,,,,. ,. ,,,,0.8945,0.8945,1,0,45060,3266.75,0,0,39,27,0.267,0.024,0.37891,41700,41700,0,0,16,,N,N,1631,1573.52,1.07058,1.07668,1576.21,1.07403,1.07971,7,LURBAN,LURBAN,0,0,0.92649,0.92649,0,0,1,0.12,0,0.0001,0.00012,0.6191
450176,MISSION REGIONAL MEDICAL CENTER,32580,32580,32580,,,,. ,. ,,,,0.8794,0.8794,1,0,45650,. ,0,0,121,109,0.219,0.023,0.76933,32580,32580,0,0,0,,N,N,3064,3010.07,1.34625,1.36449,3012.58,1.358,1.37509,7,OURBAN,OURBAN,0,0,0.91575,0.91575,0,0,1,0.52685,0.16858,0.03467,0.05581,0.52739
450177,UVALDE MEMORIAL HOSPITAL,45,45,45,,,,. ,. ,,,,0.8225,0.8225,1,0,45945,3822.8,0,0,48,30,0.392,0.035,0.50572,45,45,0,0,16,,N,N,1171,1147.08,1.18813,1.19573,1148.02,1.18923,1.19596,7,RURAL,RURAL,0,0,0.87475,0.87475,0,0,1,0.12,0,0.00374,0.0041,0.55541
450178,PECOS COUNTY MEMORIAL HOSPITAL,45,45,45,,,,. ,. ,,,,0.8225,0.8225,1,0,45845,4856.22,0,0,24,13,0.484,0.072,0.49948,45,45,0,0,16,,N,N,424,411.18,0.92449,0.93499,411.79,0.93121,0.93979,7,RURAL,RURAL,0,0,0.87475,0.87475,0,0,1,0.12,0,0.006,0.01543,0.46055
450184,MEMORIAL HERMANN HEALTHCARE SYSTEM,26420,26420,26420,,,,. ,. ,,,,1.0094,1.0094,1,0.0425,45610,. ,0,0.0609,988,661,0.302,0.038,0.33502,26420,26420,0,0,0,,N,N,18727,18377.29,1.52377,1.5544,18390.49,1.52728,1.55824,7,LURBAN,LURBAN,0.02244,0.01733,1.00643,1.00643,0,0,1,0.16854,0.0702,0.02211,0.04105,0.43311
450187,TRINITY MEDICAL CENTER,45,45,45,,,,. ,. ,,,,1.0094,1.0094,1,0,45952,. ,0,0,60,18,0.393,0.033,0.32524,26420,26420,0,0,0,,W,W,972,955.1,1.15791,1.169,955.78,1.15686,1.16742,7,RURAL,RURAL,0,0,1.00643,1.00643,0,0,1,0.12,0,0.01879,0.01748,0.59623
450188,EAST TEXAS MEDICAL CENTER - CLARKSVILLE,45,45,45,,,,. ,. ,,,,0.8225,0.8225,1,0,45874,3470.53,3888.23,0,49,20,0.274,0.024,0.21784,45,45,0,0,14,,N,N,1198,1171.55,0.94357,0.94942,1172.43,0.94565,0.95132,7,RURAL,RURAL,0,0,0.87475,0.87475,0,0,1,0.07187,0,0.00108,0.0012,0.70046
450191,ST DAVIDS GEORGETOWN HOSPITAL,12420,12420,12420,,,,. ,. ,,,,0.9328,0.9328,1,0,45970,. ,0,0,88,30,0.416,0.051,0.31218,12420,12420,0,0,0,,N,N,1424,1368.1,1.16071,1.16812,1371.78,1.17065,1.17608,7,LURBAN,LURBAN,0,0,0.95348,0.95348,0,0,1,0.12,0,0.00041,0.00173,0.49619
450192,HILL REGIONAL HOSPITAL,45,45,45,,,,. ,. ,,,,0.9743,0.9743,1,0,45651,5137.54,2903.63,0,52,21,0.271,0.031,0.35924,19124,19124,0,0,14,,W,W,1235,1200.97,1.14661,1.1724,1202.98,1.13709,1.15976,7,RURAL,RURAL,0,0,0.98233,0.98233,0,0,1,0.18852,0,0.00406,0.00616,0.59728
450193,ST LUKES EPISCOPAL HOSPITAL,26420,26420,26420,,,,. ,. ,,,,1.0094,1.0094,1,0.1813,45610,. ,0,0.2604,661,473,0.331,0.016,0.15496,26420,26420,0,0,0,,N,N,12836,12675.93,2.03233,2.05008,12686.8,2.02171,2.03724,7,LURBAN,LURBAN,0.09215,0.07625,1.00643,1.00643,0,0,1,0.02822,0.03188,0.19054,0.04971,0.49577
450194,EAST TEXAS MEDICAL CENTER JACKSONVILLE,45,45,45,,,,. ,. ,,,,0.9743,0.9743,1,0,45281,4441.93,0,0,94,35,0.212,0.057,0.36205,19124,19124,0,0,16,,W,W,977,954.32,1.39366,1.39715,954.98,1.40142,1.40552,7,RURAL,RURAL,0,0,0.98233,0.98233,0,0,1,0.12,0,0.0303,0.20674,0.52615
450196,PARIS REGIONAL MEDICAL CENTER,45,45,45,,,,. ,. ,,,,0.9743,0.9743,1,0,45750,. ,0,0,213,122,0.244,0.022,0.24468,19124,19124,0,0,7,,W,W,4863,4799.41,1.42485,1.43378,4804.35,1.42245,1.43041,7,RURAL,RURAL,0,0,0.98233,0.98233,0,0,1,0.09401,0,0.0169,0.0181,0.65793
450200,WADLEY REGIONAL MEDICAL CENTER,45500,45500,45500,,,,. ,. ,,,,0.8225,0.8225,1,0.0729,45170,. ,0,0.0952,124,124,0.32,0.035,0.29953,45500,45500,0,0,0,,N,N,4431,4358.72,1.45682,1.47666,4366.27,1.46058,1.47704,7,OURBAN,OURBAN,0.03816,0.02723,0.87475,0.87475,0,0,1,0.13926,0.06253,0.02629,0.04304,0.58887
450201,REEVES COUNTY HOSPITAL DISTRICT,45,45,45,,,,. ,. ,,,,0.8225,0.8225,1,0,45875,6562.75,0,0,44,8,0.899,0.086,0.42173,45,45,0,0,16,,N,N,405,395.66,0.98318,0.98671,395.99,0.99208,0.99538,7,RURAL,RURAL,0,0,0.87475,0.87475,0,0,1,0.12,0,0.0097,0.01433,0.55365
450203,CAMPBELL HEALTH SYSTEM,23104,23104,23104,,,,. ,. ,,,,0.9556,0.9556,1,0,45843,. ,0,0,78,42,0.465,0.039,0.17876,23104,23104,0,0,0,,N,N,2007,1966.28,1.14376,1.15273,1968.18,1.15543,1.16452,7,LURBAN,LURBAN,0,0,0.96938,0.96938,0,0,1,0.04369,0,0.00531,0.00378,0.51879
450209,NORTHWEST TEXAS HEALTHCARE SYSTEM,11100,11100,11100,,,,. ,. ,,,,0.9248,0.9248,1,0.1252,45860,. ,0,0.2358,385,202,0.272,0.023,0.48458,11100,11100,0,0,0,,N,N,4939,4873.72,1.9071,1.951,4877.59,1.89674,1.9371,7,OURBAN,OURBAN,0.06459,0.06881,0.94787,0.94787,0,0,1,0.29193,0.1031,0.02527,0.02651,0.33308
450210,EAST TEXAS MEDICAL CENTER-CARTHAGE,45,45,45,,,,. ,. ,,,,0.8225,0.8225,1,0,45842,4337.19,0,0,49,13,0.234,0.025,0.30889,45,45,0,0,16,,N,N,851,813.99,0.96936,0.97871,815.35,0.9758,0.98515,7,RURAL,RURAL,0,0,0.87475,0.87475,0,0,1,0.12,0,0.00399,0.00675,0.62948
450211,MEMORIAL MEDICAL CENTER OF EAST TEXAS,45,45,45,,,,. ,. ,,,,1.0094,1.0094,1,0,45020,. ,0,0,183,119,0.207,0.023,0.23607,26420,26420,0,0,7,,W,W,4662,4590.64,1.34457,1.35633,4592.4,1.34949,1.36377,7,RURAL,RURAL,0,0,1.00643,1.00643,0,0,1,0.08691,0,0.01374,0.02116,0.55669
450213,UNIVERSITY HEALTH SYSTEM,41700,41700,41700,,,,. ,. ,,,,0.8945,0.8945,1,0.7042,45130,. ,0,0.9667,454,318,0.395,0.031,0.48877,41700,41700,0,0,0,,N,N,3343,3290.9,1.73168,1.75268,3295.39,1.7341,1.75133,7,LURBAN,LURBAN,0.3181,0.31364,0.92649,0.92649,0,0,1,0.29539,0.10404,0.06181,0.0483,0.17169
450214,GULF COAST MEDICAL CENTER,45,45,45,,,,. ,. ,,,,1.0094,1.0094,1,0,45954,. ,0,0,114,35,0.196,0.013,0.33253,26420,26420,0,0,0,,W,W,1421,1381.43,1.15812,1.1738,1383.46,1.16492,1.17609,7,RURAL,RURAL,0,0,1.00643,1.00643,0,0,1,0.12,0,0.0092,0.00469,0.56037
450219,LLANO MEMORIAL HEALTHCARE SYSTEM,45,45,45,,,,. ,. ,,,,0.8225,0.8225,1,0,45761,3222.57,0,0,30,13,0.499,0.027,0.27649,45,45,0,0,16,,N,N,965,924.82,0.97705,0.98529,926.09,0.98535,0.99372,7,RURAL,RURAL,0,0,0.87475,0.87475,0,0,1,0.12,0,0,0,0.64263
450221,MEMORIAL HOSPITAL,45,45,45,,,,. ,. ,,,,0.8225,0.8225,1,0,45802,3478.62,0,0,47,12,0.384,0.038,0.32303,45,45,0,0,16,,N,N,513,509.04,1.12441,1.12501,509.15,1.12816,1.13061,7,RURAL,RURAL,0,0,0.87475,0.87475,0,0,1,0.12,0,0.00718,0.01128,0.46687
450222,CONROE REGIONAL MEDICAL CENTER,26420,26420,26420,,,,. ,. ,,,,1.0094,1.0094,1,0.0549,45801,. ,0,0.0739,243,175,0.173,0.024,0.2426,26420,26420,0,0,0,,N,N,6305,6244.48,1.60149,1.62058,6248.74,1.5954,1.61247,7,LURBAN,LURBAN,0.02888,0.02107,1.00643,1.00643,0,0,1,0.0923,0.05035,0.02848,0.05836,0.57261
450224,PRESBYTERIAN HOSPITAL OF WINNSBORO,45,45,45,,,,. ,. ,,,,0.8963,0.8963,1,0,45974,7122.98,4535.51,0,44,14,0.503,0.038,0.13041,46340,46340,0,0,14,,W,W,732,713.48,1.39426,1.40686,714.47,1.40754,1.41672,7,RURAL,RURAL,0,0,0.92777,0.92777,0,0,1,0,0,0.0076,0.00543,0.75
450229,HENDRICK MEDICAL CENTER,10180,10180,10180,,,,. ,. ,,,,0.838,0.838,1,0.012,45911,. ,0,0.0184,321,209,0.372,0.022,0.21751,10180,10180,0,0,0,,N,N,8074,8017.45,1.61755,1.62758,8024.32,1.60878,1.61762,7,OURBAN,OURBAN,0.00639,0.00521,0.88601,0.88601,0,0,1,0.0716,0.04503,0.04196,0.0192,0.58265
450231,BAPTIST ST ANTHONYS HEALTH SYSTEM-BAPTIST CAMPUS,11100,11100,11100,,,,. ,. ,,,,0.9248,0.9248,1,0.0263,45860,. ,0,0.0386,386,255,0.295,0.03,0.14228,11100,11100,0,0,0,,N,N,9099,9005.81,1.62141,1.62948,9012.58,1.61974,1.62726,7,OURBAN,OURBAN,0.01395,0.01095,0.94787,0.94787,0,0,1,0,0.02923,0.04313,0.05199,0.54421
450234,COMANCHE COUNTY MEDICAL CENTER,45,45,45,,,,. ,. ,,,,0.8225,0.8225,1,0,45321,4297.99,3160.71,0,19,9,0.55,0.02,0.1348,45,45,0,0,14,,N,N,657,646.5,1.02108,1.02861,647.24,1.0319,1.03692,7,RURAL,RURAL,0,0,0.87475,0.87475,0,0,1,0,0,0,0,0.66696
450235,MEMORIAL HOSPITAL,45,45,45,,,,. ,. ,,,,0.8225,0.8225,1,0,45562,3996.85,4418.66,0,35,12,0.446,0.043,0.27375,45,45,0,0,14,,N,N,689,672.67,1.01292,1.01833,673.08,1.015,1.02001,7,RURAL,RURAL,0,0,0.87475,0.87475,0,0,1,0.11799,0,0,0,0.64874
